"product","system","country","body","indication_key","indication_text","regulatory_approval_date","submission_or_start_date","decision_date","outcome","arrangement_type","arrangement_detail","added_benefit_or_rating","price_at_decision","price_currency","price_basis","stated_reasons_verbatim","document_title","document_id","source_url","fetched_date","status","notes"
"Tecartus","France","France","HAS-CT","MCL_3L","Le service médical rendu par TECARTUS (brexucabtagene autoleucel) reste important dans l’indication de l’AMM.","2020-12-14","","2024-11-06","recommended","unknown","","SMR Important; ASMR IV","","","","Compte tenu : • des données actualisées de l’étude ZUMA-2, après un suivi médian de 46,4 mois, qui mettent en évidence une médiane de survie globale de 46,5 mois dans la population ITTm et 43,9 mois dans la population ITT . • du recul supplémentaire concernant les données en vie réelle de TECARTUS (brexucabtagene autoleucel) issues du registre français DESCAR-T (27 centres activés, 152 patients traités, suivi médian de 14,2 mois depuis l’éligibilité) . et ce, malgré : • des données actualisées de l’étude ZUMA-2, objectivant des différences au regard des données d’utilisation en vie réelle . • une médiane de survie globale de 43,9 mois dans l’étude ZUMA-2 (suivi médian de 46,4 mois) versus 19,8 mois pour le registre DESCAR-T (suivi médian de 14,2 mois) . • une durée médiane de réponse de 28,2 mois versus 12 mois pour le registre DESCAR-T . • des incertitudes sur la transposabilité des résultats du fait de la population potentiellement sélectionnée dans l’étude ZUMA-2 . • des incertitudes sur le maintien d’une efficacité à long terme . • le profil de tolérance marqué par une toxicité significative à court terme . la Commission considère qu’en l’état actuel des données, TECARTUS (brexucabtagene autoleucel) apporte une amélioration du service médical rendu mineure (ASMR IV) en termes d’efficacité par rapport à la prise en charge actuelle du lymphome à cellule du manteau (LCM) réfractaire ou en rechute après au moins deux lignes de traitement systémique dont un traitement par un inhibiteur de tyrosine kinase de Bruton.","Avis de la Commission de la Transparence du 06/11/2024 - TECARTUS - Réévaluation suite à résultats étude post-inscript","CT-20302","https://www.has-sante.fr/jcms/p_3575020","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation suite à résultats étude post-inscript. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Lenmeldy / Libmeldy","France","France","HAS-CT","MLD_early","Le service médical rendu par LIBMELDY (atidarsagène autotemcel) est important dans les indications de l’AMM.","2020-12-17","","2024-11-06","recommended","unknown","","SMR Important; ASMR IV","","","","LIBMELDY (atidarsagène autotemcel) apporte une amélioration du service médical rendu mineure (ASMR IV) dans la prise en charge des enfants symptomatiques, présentant des manifestations cliniques précoces de la maladie, qui ont conservé la capacité de marcher indépendamment et avant l’apparition du déclin cognitif, atteints de la forme juvénile précoce (se manifestant entre 30 mois et 6 ans inclus) de leucodystrophie métachromatique.","Avis de la Commission de la Transparence du 06/11/2024 - LENMELDY / LIBMELDY - Inscription (CT)","CT-20867","https://www.has-sante.fr/jcms/p_3555789","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Lenmeldy / Libmeldy","France","France","HAS-CT","MLD_early","Le service médical rendu par LIBMELDY (atidarsagène autotemcel) est important dans les indications de l’AMM.","2020-12-17","","2024-11-06","recommended","unknown","","SMR Important; ASMR III","","","","LIBMELDY (atidarsagène autotemcel) apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge des enfants asymptomatiques sans manifestation clinique de la maladie, que ce soit en termes d’atteinte motrice, cognitive et/ou comportementale, atteints de la forme infantile tardive (se manifestant avant 30 mois) ou juvénile précoce (se manifestant entre 30 mois et 6 ans inclus) de leucodystrophie métachromatique.","Avis de la Commission de la Transparence du 06/11/2024 - LENMELDY / LIBMELDY - Inscription (CT)","CT-20867","https://www.has-sante.fr/jcms/p_3555789","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Carvykti","France","France","HAS-CT","MM_2L","Le service médical rendu par CARVYKTI (ciltacabtagene autoleucel) est important dans l’indication de l’AMM.","2022-05-25","","2025-07-16","recommended","unknown","","SMR Important; ASMR III","","","","CARVYKTI (ciltacabtagene autoleucel) apporte une amélioration du service médical rendu modérée (ASMR III) par rapport aux protocoles DPd [daratumumab – pomalidomide – dexaméthasone] et PVd [pomalidomide – bortézomib – dexaméthasone] dans le traitement des patients adultes atteints d’un myélome multiple en rechute et réfractaire, ayant reçu au moins un traitement antérieur, incluant un agent immunomodulateur et un inhibiteur du protéasome, qui sont réfractaires au lénalidomide et dont la maladie a progressé pendant le dernier traitement.","Avis de la Commission de la Transparence du 16/07/2025 - CARVYKTI - Inscription (CT)","CT-21250","https://www.has-sante.fr/jcms/p_3639814","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Vyjuvek","France","France","HAS-CT","DEB","Le service médical rendu par VYJUVEK (bérémagène géperpavec), suspension et gel pour usage cutané, est important dans l’indication de l’AMM.","2025-04-23","","2025-10-08","recommended","unknown","","SMR Important; ASMR III","","","","VYJUVEK (bérémagène géperpavec), suspension et gel pour usage cutané apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge des plaies chez les patients atteints d’épidermolyse bulleuse dystrophique (EBD) présentant une ou plusieurs mutations du gène de la chaîne alpha 1 du collagène de type VII (COL7A1), dès la naissance.","Avis de la Commission de la Transparence du 08/10/2025 - VYJUVEK - Inscription (CT)","CT-21428","https://www.has-sante.fr/jcms/p_3704146","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Breyanzi","France","France","HAS-CT","FL_3L","Le service médical rendu par BREYANZI (lisocabtagene maraleucel), 1,1-70 x 106 cellules/mL/1,1-70 x 106 cellules/mL, dispersion pour perfusion, est important dans l’indication de l’AMM.","2022-04-04","","2025-12-10","recommended","unknown","","SMR Important; ASMR V","","","","Compte tenu : • des données d’efficacité issues d’une étude de phase 2 non comparative, suggérant un taux de réponse globale de 97,0 % (IC95% [91,6 % . 99,4 %]) dont 94,1 % (IC95% [87,5 % . 97,8 %]) de réponse complète . • de l’incertitude sur les estimations de l’efficacité relative de ce traitement considérant l’absence de comparaison directe fournie, et de la faiblesse méthodologique des comparaisons indirectes réalisées, dans un contexte où une comparaison directe à une alternative disponible était possible . • du profil de tolérance marqué par une toxicité significative à court et à moyen terme . • des incertitudes sur l’efficacité clinique et la tolérance à plus long terme du fait du délai de suivi limité à près de 42 mois . la Commission considère que BREYANZI (lisocabtagene maraleucel), 1,1-70 x 106 cellules/mL / 1,1-70 x 106 cellules/mL, dispersion pour perfusion, n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge des patients adultes atteints de lymphome folliculaire (LF) réfractaire ou en rechute après au moins deux lignes de traitement systémique.","Avis de la Commission de la Transparence du 10/12/2025 - BREYANZI - Extension d'indication","CT-21377","https://www.has-sante.fr/jcms/p_3808974","2026-09-05","provisional-from-snippet","avis type: extension of indication; motif BDPM: Extension d'indication. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Yescarta","France","France","HAS-CT","LBCL_2L","Le service médical rendu par YESCARTA (axicabtagene ciloleucel) reste important dans l’indication de l’AMM.","2018-08-23","","2026-05-06","recommended","unknown","","SMR Important; ASMR III","","","","La Commission maintient une amélioration du service médical rendu modérée (ASMR III) de YESCARTA (axicabtagene ciloleucel), 0,4 – 2 x 108 cellules, dispersion pour perfusion, dans la prise en charge des patients adultes atteints de lymphome diffus à grandes cellules B (LDGCB) et de lymphome de haut grade à cellules B (LHGCB) ayant rechuté dans les 12 mois après la fin de la première ligne de chimio-immunothérapie, ou qui y sont réfractaires.","Avis de la Commission de la Transparence du 06/05/2026 - YESCARTA - Réévaluation suite à résultats étude post-inscript","CT-21445","https://www.has-sante.fr/jcms/p_4052286","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation suite à résultats étude post-inscript. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Breyanzi","France","France","HAS-CT","LBCL_2L","Le service médical rendu par BREYANZI (lisocabtagene maraleucel) reste important dans l’indication de l’AMM.","2022-04-04","","2026-06-03","recommended","unknown","","SMR Important; ASMR III","","","","La Commission maintient une amélioration du service médical rendu modérée (ASMR III) de BREYANZI (lisocabtagene maraleucel), 1,1-70x10^6 cellules/mL / 1,1-70x10^6 cellules/mL, dispersion pour perfusion, dans la prise en charge des patients adultes atteints d’un lymphome diffus à grandes cellules B (LDGCB), d’un lymphome B de haut grade (LHGCB), d’un lymphome médiastinal primitif à grandes cellules B (LMPGCB) ou d’un lymphome folliculaire de grade 3B (LF3B) en rechute dans les 12 mois suivant la fin d’une immunochimiothérapie de première ligne ou réfractaire à ce traitement de première ligne.","Avis de la Commission de la Transparence du 03/06/2026 - BREYANZI - Réévaluation suite à résultats étude post-inscript","CT-21443","https://www.has-sante.fr/jcms/p_4052289","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation suite à résultats étude post-inscript. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Zynteglo","France","France","HAS-CT","TDT_12plus","traitement des patients atteints de β-thalassémie dépendante des transfusions (TDT), âgés de 12 ans et plus, qui n’ont pas de génotype β0/β0, éligibles à une greffe de cellules souches hématopoïétiques (CSH), mais n’ayant pas de donneur apparenté HLA compatible disponible","2019-05-29","","2020-03-18","recommended-restricted","unknown","","SMR important (uniquement 12 à <35 ans); ASMR III","","","","Compte tenu : - des résultats, considérés comme cliniquement pertinents, démontrant l’efficacité de ZYNTEGLO en termes d’indépendance aux transfusions (critère de jugement principal), évaluée dans 3 études cliniques ouvertes, non comparatives, uniquement chez des patients âgés de plus de 12 ans à moins de 35 ans, mais, - de nombreuses incertitudes portant tout particulièrement : • sur le maintien de l’efficacité à moyen et long terme au regard du recul maximal de traitement par ZYNTEGLO limité à ce jour à 5 ans, pour un effectif de 3 patients seulement, • sur la tolérance au long cours de ZYNTEGLO, notamment au regard du risque potentiel de mutagénèse insertionnelle, la Commission considère que ZYNTEGLO (bétibéglogène autotemcel) apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge des patients âgés de plus de 12 ans à moins de 35 ans, atteints de β-thalassémie dépendante aux transfusions, non-β0/β0, pour lesquels une GCSH est indiquée mais ne disposant pas de donneur apparenté géno-identique.","Avis de la Commission de la Transparence du 18 mars 2020 - ZYNTEGLO (bétibéglogène autotemcel) - Inscription collectivités","CT-18061","https://web.archive.org/web/2/https://www.has-sante.fr/upload/docs/evamed/CT-18061_ZYNTEGLO_PIC_INS_AvisDef_CT18061_EPI659.pdf","2026-09-05","verified-from-source","avis type: initial inscription (collectivités). Full avis PDF read via Wayback Machine; date d'examen 22 janvier 2020, avis définitif 18 mars 2020. population cible: not stated as range-75 (estimée à un maximum de 75 patients; 3 à 5 patients/an). Not in BDPM; EU MA withdrawn 2022-03-24."
"Zynteglo","France","France","HAS-CT","TDT_35plus","indication de l’AMM chez les patients âgés de 35 ans et plus","2019-05-29","","2020-03-18","not-recommended","none","","SMR insuffisant; ASMR sans objet","","","","Insuffisant pour justifier d’une prise en charge par la solidarité nationale dans l’indication de l’AMM chez les patients âgés de 35 ans et plus.","Avis de la Commission de la Transparence du 18 mars 2020 - ZYNTEGLO (bétibéglogène autotemcel) - Inscription collectivités","CT-18061","https://web.archive.org/web/2/https://www.has-sante.fr/upload/docs/evamed/CT-18061_ZYNTEGLO_PIC_INS_AvisDef_CT18061_EPI659.pdf","2026-09-05","verified-from-source","SMR insuffisant sub-population of the same avis."
"Glybera","France","France","HAS-CT","LPLD_adult","GLYBERA est indiqué chez les patients adultes présentant un diagnostic de déficit familial en lipoprotéine lipase (LPL) et souffrant de crises de pancréatites sévères ou multiples malgré un régime pauvre en lipides","2012-10-25","","2015-11-04","not-recommended","none","","SMR insuffisant; ASMR sans objet","","","","le service médical rendu par GLYBERA est insuffisant pour justifier une prise en charge par la solidarité nationale.","Avis de la Commission de la Transparence du 4 novembre 2015 - GLYBERA (alipogène tiparvovec) - Inscription collectivités","CT-14224","https://web.archive.org/web/20220228045554/http://www.has-sante.fr/upload/docs/evamed/CT-14224_GLYBERA_PIC_INS_Avis3_CT14224.pdf","2026-09-05","verified-from-source","Full avis PDF read via Wayback Machine (avis 3). population cible: sans objet. Not in BDPM; EU MA withdrawn 2017-10-28."
"Roctavian","France","France","HAS-CT","HEMA_adult","hémophilie A sévère sans antécédent d'inhibiteur du facteur VIII (indication de l'AMM)","2022-08-24","","2023-09-06","recommended","unknown","","SMR/ASMR not retrieved (HAS page summary: avis favorable au remboursement dans l'indication de l'AMM)","","","","","ROCTAVIAN (valoctocogène roxaparvovec) - Hémophilie A - avis CT du 6 septembre 2023","","https://www.has-sante.fr/jcms/p_3461362/fr/roctavian-valoctocogene-roxaparvovec-hemophilie-a","2026-09-05","provisional-from-snippet","From WebSearch snippet of the HAS page only; SMR/ASMR levels, wording and population cible not retrieved (has-sante.fr blocked; not in BDPM, hence no BDPM extract). No JO inscription or accès précoce found."
"Abecma","France","France","ANSM (accès précoce)","MM_4L","Traitement des patients adultes atteints d’un myélome multiple en rechute et réfractaire ayant reçu au moins trois traitements antérieurs, incluant un agent immunomodulateur, un inhibiteur du protéasome et un anticorps anti-CD38, et dont la maladie a progressé pendant le dernier traitement, lorsque toutes les options thérapeutiques ont été épuisées, sur l’avis d’une réunion de concertation pluridisciplinaire (RCP).","2021-08-18","","2021-12-02","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Abecma","","https://ansm.sante.fr/tableau-atu-rtu/abecma-260-500-x-106-cellules-dispersion-pour-perfusion","2026-09-05","verified-from-source","AAP octroyée le 02/12/2021, renouvelée le 09/02/2023 et le 21/02/2024, arrêtée le 14/11/2024 (ANSM page). JO arrêté du 12 novembre 2024 (JORFTEXT000050490978) ends the prise en charge précoce. End of coverage: 2024-11-14."
"Abecma","France","France","ANSM (accès précoce)","MM_4L","ATU de cohorte dans le même périmètre d'indication (myélome multiple en rechute et réfractaire, au moins trois traitements antérieurs)","2021-08-18","","2021-04-29","recommended-managed-access","managed-access-agreement","ATU de cohorte","","","","","","Avis CT-19358 ABECMA, informations administratives: ATU de cohorte octroyée le 29/04/2021","","https://web.archive.org/web/20230626064416/http://www.has-sante.fr/upload/docs/evamed/CT-19358_ABECMA_PIC_INS_AvisDef_CT19358.pdf","2026-09-05","verified-from-source","Pre-2021 ATU de cohorte granted by ANSM, quoted in the HAS avis of 15/12/2021."
"Abecma","France","France","ANSM (accès précoce)","MM_3L","Traitement des patients adultes atteints d’un myélome multiple en rechute et réfractaire ayant reçu au moins deux traitements antérieurs, incluant un agent immunomodulateur, un inhibiteur du protéasome et un anticorps anti-CD38, et dont la maladie a progressé pendant le dernier traitement.","2021-08-18","","2024-07-25","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Abecma; HAS décision n° 2024.0222/DC/SEM du 25 juillet 2024","","https://ansm.sante.fr/tableau-atu-rtu/abecma-260-500-x-106-cellules-dispersion-pour-perfusion","2026-09-05","verified-from-source","AAP octroyée le 25/07/2024 (HAS decision 2024.0222/DC/SEM cited in JO arrêté of 12/11/2024), arrêtée le 15/11/2024; HAS retrait decision 2024.0269/DC/SEM of 10/10/2024. End of coverage: 2024-11-15."
"Breyanzi","France","France","ANSM (accès précoce)","LBCL_2L","Traitement des patients adultes atteints d’un lymphome diffus à grandes cellules B (LDGCB), d’un lymphome de haut grade à cellules B (LHGCB) ou d’un lymphome médiastinal primitif à grandes cellules B (LMPGCB), réfractaires ou en rechute dans les 12 mois suivant un traitement de première ligne et éligibles à une autogreffe de cellules souches hématopoïétiques (CSH)","2022-04-04","","","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Breyanzi","","https://ansm.sante.fr/tableau-atu-rtu/breyanzi","2026-09-05","verified-from-source","Grant date not shown on the ANSM page (only 'renouvelée le 07/09/2023'); decision_date left blank. End of coverage: 2024-07-13."
"Breyanzi","France","France","ANSM (accès précoce)","LBCL_2L","Traitement des patients adultes atteints d’un lymphome folliculaire de grade 3B (LF3B) et éligibles à une stratégie d’autogreffe de CSH et des patients atteints de LDGCB, LHGCB, LMPGCB ou LF3B et non éligibles à une stratégie d’autogreffe de CSH, réfractaires ou en rechute dans les 12 mois suivant un traitement de première ligne","2022-04-04","","2023-09-07","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Breyanzi","","https://ansm.sante.fr/tableau-atu-rtu/breyanzi","2026-09-05","verified-from-source","AAP octroyée le 07/09/2023. End of coverage: 2024-07-13."
"Casgevy","France","France","ANSM (accès précoce)","TDT_12plus","Traitement de la ß thalassémie dépendante des transfusions (TDT) chez les patients âgés de 12 ans à 35 ans éligibles à une greffe de cellules souches hématopoïétiques (CSH) et pour lesquels un donneur apparenté HLA (antigène leucocytaire humain) compatible n’est pas disponible.","2024-02-09","","2024-01-18","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Casgevy; HAS décision n° 2024.0015/DC/SEM du 18 janvier 2024","","https://ansm.sante.fr/tableau-atu-rtu/casgevy","2026-09-05","verified-from-source","AAP (pré-AMM then post-AMM) octroyée le 18/01/2024; HAS retrait decision 2024.0348/DC/SEM du 12 décembre 2024. End of coverage: 2024-12-12."
"Casgevy","France","France","ANSM (accès précoce)","SCD_VOC_12plus","Traitement de la drépanocytose sévère uniquement chez les patients âgés de 12 à 35 ans présentant des crises vaso occlusives récurrentes (CVO) malgré un traitement bien conduit par hydroxycarbamide éligibles à une greffe de cellules souches hématopoïétiques (CSH) et pour lesquels un donneur apparenté HLA compatible n'est pas disponible et dont la sévérité de la maladie est établie par : la mise en place d'un programme transfusionnel depuis au moins 6 mois pour épisodes vaso-occlusifs récurrents (population pédiatrique et adulte), ET/OU, pour la population adulte seulement, la persistance d'épisodes vaso-occlusifs récurrents ayant nécessité une hospitalisation conventionnelle dans l'année (≥ 2 épisodes/an ou ≥ 1 épisode/an ayant nécessité une transfusion).","2024-02-09","","2024-07-11","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Casgevy; HAS décision n° 2024.0187/DC/SEM du 11 juillet 2024","","https://ansm.sante.fr/tableau-atu-rtu/casgevy","2026-09-05","verified-from-source","AAP octroyée le 11/07/2024. End of coverage: 2024-11-20."
"Ebvallo","France","France","ANSM (accès précoce)","PTLD_EBV_2L","En monothérapie dans le traitement de patients adultes et pédiatriques âgés de 2 ans et plus atteints d’une maladie lymphoproliférative post-transplantation et positive au virus d’Epstein-Barr (EBV) récidivante ou réfractaire (LPT EBV+) qui ont reçu au moins un traitement antérieur.","2022-12-16","","2023-06-01","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Ebvallo","","https://ansm.sante.fr/tableau-atu-rtu/ebvallo","2026-09-05","verified-from-source","AAP octroyée le 01/06/2023, renouvelée le 11 juillet 2024, arrêtée le 05/07/2025. Prior accès compassionnel ended 22/06/2023. End of coverage: 2025-07-05."
"Kebilidi / Upstaza","France","France","ANSM (accès précoce)","AADC","Traitement de patients âgés de 18 mois et plus présentant un diagnostic clinique, moléculaire et génétiquement confirmé de déficit en décarboxylase d’acide L-aminé aromatique (AADC) associé à un phénotype sévère.","2022-07-18","","2022-12-15","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Upstaza","","https://ansm.sante.fr/tableau-atu-rtu/upstaza","2026-09-05","verified-from-source","AAP post-AMM octroyée le 15/12/2022, renouvelée le 14/12/2023, le 24/12/2024 et le 22/01/2026; still 'en cours' on 2026-09-05. Earlier ATU nominative / accès compassionnel from 04/12/2020, ended 01/01/2023. No JO inscription found (BDPM: présentation non agréée aux collectivités)."
"Kymriah","France","France","ANSM (accès précoce)","FL_3L","Traitement des patients adultes présentant un lymphome folliculaire après au moins deux lignes de traitement qui présentent une maladie réfractaire ou en rechute pendant ou dans les 6 mois qui suivent la fin de leur traitement d’entretien ou en rechute après une autogreffe de cellules souches hématopoïétiques, uniquement lorsque toutes les options thérapeutiques ont été épuisées sur l’avis d’une RCP","2018-08-23","","2021-06-28","recommended-managed-access","managed-access-agreement","ATU de cohorte then AAP","","","","","","Arrêté du 6 octobre 2021 relatif à la prise en charge d'une spécialité pharmaceutique bénéficiant d'une ATU (NOR SSAS2128533A); ANSM page Kymriah","","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044229326","2026-09-05","verified-from-source","ATU de cohorte octroyée par l'ANSM le 28 juin 2021 (JO arrêté), converted to AAP; AAP renouvelée le 06/07/2023, fin d'AAP le 15/09/2024 (ANSM page https://ansm.sante.fr/tableau-atu-rtu/kymriah-1-2-x-106-6-x-108-cellules-dispersion-pour-perfusion). End of coverage: 2024-09-15."
"Kymriah","France","France","ANSM (accès précoce)","ALL_ped","ATU nominative / accès compassionnel (2018 indications)","2018-08-23","","","recommended-managed-access","managed-access-agreement","ATU nominative","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Kymriah","","https://ansm.sante.fr/tableau-atu-rtu/kymriah-1-2-x-106-6-x-108-cellules-dispersion-pour-perfusion","2026-09-05","provisional-from-snippet","ANSM page shows only 'Fin des AAC le 24/03/2019'; grant date of the 2018 ATU not shown, decision_date blank. End of coverage: 2019-03-24."
"Yescarta","France","France","ANSM (accès précoce)","FL_4L","Traitement des patients adultes atteints de lymphome folliculaire en rechute ou réfractaire, après au moins trois lignes de traitement systémique.","2018-08-23","","2022-04-14","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Yescarta","","https://ansm.sante.fr/tableau-atu-rtu/yescarta-0-4-2-x-108-cellules-dispersion-pour-perfusion","2026-09-05","verified-from-source","AAP octroyée le 14/04/2022, renouvelée le 06/04/2023, fin d'AAP le 24/04/2024. End of coverage: 2024-04-24."
"Yescarta","France","France","ANSM (accès précoce)","LBCL_2L","Traitement des patients adultes atteints de lymphome diffus à grandes cellules B (LDGCB), réfractaires ou en rechute dans les 12 mois après la fin d’un traitement de première ligne et éligibles à une chimiothérapie de rattrapage suivie d’une chimiothérapie d’intensification en vue d’une autogreffe de CSH","2018-08-23","","","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Yescarta","","https://ansm.sante.fr/tableau-atu-rtu/yescarta-0-4-2-x-108-cellules-dispersion-pour-perfusion","2026-09-05","verified-from-source","Grant date not shown (only 'renouvelée le 20/07/2023'); decision_date blank. End of coverage: 2024-04-24."
"Yescarta","France","France","ANSM (accès précoce)","LBCL_2L","Traitement des patients adultes atteints de lymphome de haut grade à cellules B (LHGCB) éligibles à une stratégie d’autogreffe de CSH, et les patients atteints de LDGCB et LHGCB et non éligibles à une stratégie d’autogreffe de CSH, ayant rechuté dans les 12 mois après la fin de la première ligne de chimio-immunothérapie, ou qui y sont réfractaires.","2018-08-23","","","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Yescarta","","https://ansm.sante.fr/tableau-atu-rtu/yescarta-0-4-2-x-108-cellules-dispersion-pour-perfusion","2026-09-05","verified-from-source","Grant date not shown (only 'renouvelée le 18/03/2024'); decision_date blank. End of coverage: 2024-04-24."
"Tecartus","France","France","ANSM (accès précoce)","ALL_adult_3L","Traitement des patients adultes âgés de 26 ans et plus atteints de leucémie aiguë lymphoblastique (LAL) de la lignée B réfractaire ou en rechute en dernier recours : Phi+ après au moins deux lignes de traitement; Phi- après au moins deux lignes de traitement et en échec ou non éligibles au blinatumomab et à l’inotuzumab.","2020-12-14","","","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Tecartus","","https://ansm.sante.fr/tableau-atu-rtu/tecartus-0-4-2-x-108-cellules-dispersion-pour-perfusion","2026-09-05","verified-from-source","Grant date not shown (only 'renouvelée le 21/12/2023'); decision_date blank. ATU nominative (MCL) ended 31/03/2021; accès compassionnel KTE-X19 ended 03/03/2023. End of coverage: 2024-07-05."
"Vyjuvek","France","France","ANSM (accès précoce)","DEB_6m","Traitement des plaies des patients âgés de 6 mois et plus atteints d'épidermolyse bulleuse dystrophique (EBD) avec mutation(s) du gène de la chaîne alpha 1 du collagène de type VII (COL7A1).","2025-04-23","","2024-09-12","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Vyjuvek","","https://ansm.sante.fr/tableau-atu-rtu/vyjuvek","2026-09-05","verified-from-source","Pre-AMM AAP octroyée le 12/09/2024, renouvelée le 01/09/2025, arrêtée le 02/10/2025. End of coverage: 2025-10-02."
"Vyjuvek","France","France","ANSM (accès précoce)","DEB","Traitement des plaies chez les patients atteints d’épidermolyse bulleuse dystrophique (EBD) présentant une ou plusieurs mutations du gène COL7A1, dès la naissance.","2025-04-23","","2025-10-02","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Vyjuvek; HAS décision du 2 octobre 2025 portant autorisation d'accès précoce","","https://ansm.sante.fr/tableau-atu-rtu/vyjuvek","2026-09-05","verified-from-source","AAP post-AMM octroyée le 02/10/2025, en cours. BDPM: inscription sur la liste de rétrocession, prix de cession publié au JO (arrêté not located)."
