sample_id,batch,raw_file,row_index,n_verified_rows,status_recorded,source_url,row_summary
A145,audit_1,data/cohort/raw/s06_success_rates.csv,18,90,verified-from-source,https://media.nature.com/original/magazine-assets/d41573-025-00036-8/50677254,metric=transition_probability | technology_class=all oncology (BIO) | phase_from=Phase III (incl. Phase II/III) | phase_to=NDA/BLA application | value=47.7 | unit=percent | period_covered=Jan 2011-Nov 2020
A146,audit_2,data/uptake/raw/verification_hemgenix_tecartus.csv,7,35,verified-from-source,https://www.bleeding.org/sites/default/files/document/files/Final_CSL%20HEMGENIX%20Community%20Letter_07%202026.pdf,"task=A | product=Hemgenix | record_type=patients_period | as_of_date=2026-07-28 | region=Global | value=22 | unit=patients (commercial and clinical trial) since April 2026 | verbatim=Since reestablishing limited supply in April 2026, HEMGENIX "
A147,audit_3,data/cohort/raw/projections_S16_S17.csv,219,277,verified-from-source,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,source_id=S17 | source_title=Forecasting the potential impact of cell and gene therapies  | geography=France | series=patients_new_per_year | scenario=base; TA=Metabolic | year=2026 | value_point=58
A148,audit_4,data/uptake/raw/imlygic_disclosures.csv,4,4,verified-from-source,https://efts.sec.gov/LATEST/search-index?q=%22IMLYGIC%22%20%22Product%20Sales%20Detail%22&ciks=0000318154&forms=8-K&dateRange=custom&startdt=2016-01-01&enddt=2026-09-04,product=Imlygic | record_type=statement | as_of_date=2026-09-04 | region=Global | unit=coverage of check | verbatim=(EDGAR full-text search: 43 quarterly earnings exhibits and  | source_doc=EDGAR full-text search: Amgen 8-K earnings exhibits 2016-01-
A149,audit_1,data/uptake/raw/breyanzi_disclosures.csv,4,10,verified-from-source,https://hmpi.org/2026/02/18/car-t-therapy-escalating-costs-in-an-expanding-market/,"product=Breyanzi | record_type=list_price | as_of_date=2025 | region=US | value=531350 | unit=USD per treatment | verbatim=Table 1 (Breyanzi, Lisocabtagene maraleucel): market date 20 | source_doc=CAR-T Therapy: Escalating Costs in an Expanding Market, Heal"
A150,audit_2,data/uptake/raw/cart_country_supplement.csv,197,327,verified-from-source,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,registry=EBMT activity survey | geography=Spain | year=2022 | product_or_class=CAR-T all | count_type=patients | per_10m_population=77.07 | verbatim=Supplementary Table 2. CAR-T therapy rate by country and yea
A151,audit_3,data/investment/raw/events_by_product.csv,31,86,verified-from-source,https://www.sec.gov/Archives/edgar/data/1281895/000114036126032028/ef20079821_ex99-1.htm,product=Kresladi | sponsor_at_event=Rocket Pharmaceuticals | event_date=2026-06-12 | event_type=asset-sale-or-licence | event_title=Rocket sells the Rare Pediatric Disease Priority Review Vouc | counterparty=undisclosed buyer | amount_usd_m=180 | manufacturing_model=lentiviral ex vivo
A152,audit_4,data/access/raw/governance_us.csv,104,112,verified-from-source,https://www.sec.gov/Archives/edgar/data/1609351/000160935118000042/spark-exhibit991q12018.htm,system=United States | product=Luxturna | event_type=delivery-site | event_date=2018-05-08 | body=Spark Therapeutics | outcome=stated | detail=First three US patients treated at three centres. | amount=3
A153,audit_1,data/access/raw/decisions_gba.csv,15,70,verified-from-source,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1097/,product=Yescarta | system=Germany | country=Germany | body=G-BA | indication_key=LBCL_2L | indication_text=Erwachsene mit diffus großzelligem B-Zell-Lymphom (DLBCL) un | regulatory_approval_date=2022-10-14 | submission_or_start_date=2024-07-01
A154,audit_2,data/uptake/raw/beqvez_disclosures.csv,4,5,verified-from-source,https://efts.sec.gov/LATEST/search-index?q=%22Beqvez%22&ciks=0000078003&dateRange=custom&startdt=2024-01-01&enddt=2026-09-04,product=Beqvez | record_type=statement | as_of_date=2025-02-27 | region=Global | unit=SEC filings mentioning Beqvez | verbatim=(EDGAR full-text search lists 7 Pfizer documents mentioning  | source_doc=EDGAR full-text search: Pfizer filings 2024-01-01 to 2026-09
A155,audit_3,data/uptake/raw/cart_country_supplement.csv,119,327,verified-from-source,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,registry=EBMT activity survey | geography=Finland | year=2023 | product_or_class=CAR-T all | count_type=patients | per_10m_population=28.76 | verbatim=Supplementary Table 2. CAR-T therapy rate by country and yea
A156,audit_4,data/access/raw/decisions_aifa.csv,2,33,verified-from-source,https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2022-12-12&atto.codiceRedazionale=22A06867,product=Kymriah | system=Italy | country=Italy | body=AIFA | indication_key=ALL_ped;LBCL_3L | indication_text=Kymriah e' indicato per il trattamento di: pazienti pediatri | regulatory_approval_date=2018-08-23
A157,audit_1,data/uptake/raw/ryoncil_disclosures.csv,4,10,verified-from-source,https://www.sec.gov/Archives/edgar/data/1345099/000134509925000068/exhibit991.htm,"product=Ryoncil | record_type=payer_coverage | as_of_date=2025-08-29 | region=US | value=250000000 | unit=US covered lives | verbatim=Coverage for Ryoncil continues to expand with over 250 milli | source_doc=Mesoblast 6-K Ex-99.1, Financial Results and Operational Upd"
A158,audit_2,data/uptake/raw/omisirge_disclosures.csv,6,9,verified-from-source,https://www.sec.gov/Archives/edgar/data/1600847/000121390024026229/ea0202430-10k_gamida.htm,"product=Omisirge | record_type=statement | as_of_date=2023-12-31 | region=US | value=1000 | unit=patients per year at peak (company projection) | verbatim=Based on our current launch trajectory, Omisirge has the pot | source_doc=Gamida Cell 10-K for the year ended December 31, 2023 (2024-"
A159,audit_3,data/uptake/raw/cart_country_supplement.csv,181,327,verified-from-source,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,registry=EBMT activity survey | geography=Russia | year=2020 | product_or_class=CAR-T all | count_type=patients | per_10m_population=2.96 | verbatim=Supplementary Table 2. CAR-T therapy rate by country and yea
A160,audit_4,data/uptake/raw/ryoncil_revenue.csv,4,7,verified-from-source,https://www.sec.gov/Archives/edgar/data/1345099/000134509926000007/exhibit991ryoncilsalesde.htm,"product=Ryoncil | period=2025Q4 | region=Total | revenue_musd=35.1 | currency=USD | source_doc=Mesoblast 6-K Ex-99.1, Ryoncil sales update for quarter ende | source_url=https://www.sec.gov/Archives/edgar/data/1345099/000134509926 | status=verified-from-source"
A161,audit_1,data/diagnostics/raw/medicare_partb_volumes_check.csv,7,18,verified-from-source,https://www.cms.gov/files/zip/2024-part-b-national-summary-data-file.zip,code=81228 | descriptor=Cytogenomic (genome-wide) analysis for constitutional chromo | year=2024 | allowed_services=21 | allowed_charges_usd=18749.52 | payment_usd=18374.52 | source_file=2024-part-b-national-summary-data-file.zip > National/Y2024_
A162,audit_2,data/uptake/raw/hemgenix_disclosures.csv,15,5,verified-from-source,https://www.hemophiliafed.org/csl-provides-update-on-hemgenix-supply-and-patient-access/,product=Hemgenix | record_type=centres | as_of_date=2026-07-28 | region=Global | unit=treatment centres | verbatim=continued experience across new and established treatment ce | source_doc=CSL letter to the hemophilia B community reproduced by Hemop
A163,audit_3,data/uptake/raw/country_population.csv,79,90,verified-from-source,https://api.worldbank.org/v2/country/AUS/indicator/SP.POP.TOTL?format=json&date=2017:2025,"country=Australia | year=2024 | population=27194286 | source_doc=World Bank World Development Indicators, SP.POP.TOTL (Popula | source_url=https://api.worldbank.org/v2/country/AUS/indicator/SP.POP.TO | status=verified-from-source"
A164,audit_4,data/uptake/raw/cart_country_supplement.csv,61,327,verified-from-source,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"registry=EBMT activity survey | geography=Russia | year=2024 | product_or_class=CAR-T all | count=26 | count_type=infusions | verbatim=Russia: (15 centres: 1688 (1805) 773/915), (21 (26) 13/8)"
A165,audit_1,data/access/raw/governance_us.csv,12,112,verified-from-source,https://www.federalregister.gov/documents/2022/08/10/2022-16472,system=United States | product=Abecma | event_type=add-on-payment | event_date=2022-08-10 | body=CMS | outcome=granted | detail=FY2023 NTAP continued for ABECMA. | amount=289532.75
A166,audit_2,data/uptake/raw/tecartus_revenue.csv,93,120,verified-from-source,https://investors.gilead.com/news/news-details/2026/Gilead-Sciences-Announces-Second-Quarter-2026-Financial-Results/default.aspx,product=Tecartus | period=2026Q2 | region=Europe | revenue_musd=34 | currency=USD | source_doc=Gilead Sciences Announces Second Quarter 2026 Financial Resu | source_url=https://investors.gilead.com/news/news-details/2026/Gilead-S | status=verified-from-source
A167,audit_3,data/uptake/raw/country_population.csv,41,90,verified-from-source,https://api.worldbank.org/v2/country/ITA/indicator/SP.POP.TOTL?format=json&date=2017:2025,"country=Italy | year=2022 | population=59013667 | source_doc=World Bank World Development Indicators, SP.POP.TOTL (Popula | source_url=https://api.worldbank.org/v2/country/ITA/indicator/SP.POP.TO | status=verified-from-source"
A168,audit_4,data/uptake/raw/eligible_E3a.csv,72,53,verified-from-source,https://www.globenewswire.com/news-release/2025/12/16/3206511/0/en/Orchard-Therapeutics-Celebrates-Addition-of-Metachromatic-Leukodystrophy-to-the-U-S-Recommended-Uniform-Screening-Panel.html,"product=Lenmeldy | indication_key=MLD_early | indication_label=pre-symptomatic late infantile (PSLI), pre-symptomatic early | geography=US | measure_type=label_indication"
A169,audit_1,data/uptake/raw/vyjuvek_revenue.csv,2,30,verified-from-source,https://www.sec.gov/Archives/edgar/data/1711279/000171127924000009/krys12312023ex991pressrele.htm,"product=Vyjuvek | period=2023FY | region=Total | revenue_musd=50.7 | currency=USD | source_doc=Krystal Biotech 8-K Ex-99.1, Fourth Quarter and Full Year 20 | source_url=https://www.sec.gov/Archives/edgar/data/1711279/000171127924 | status=verified-from-source"
A170,audit_2,data/uptake/raw/cart_country_supplement.csv,277,327,verified-from-source,https://experts-recherche-lymphome.org/lysa/parcourir-les-etudes-cliniques-en-cours/descar-t/les-car-t-quest-ce-que-cest/,registry=LYSARC (DESCAR-T site) | geography=France | year=2026 | product_or_class=CAR-T all (adult centres) | count=33 | count_type=centres_qualified | verbatim=Les centres qualifiés CAR-T pour le traitement des adultes .
A171,audit_3,data/cohort/raw/projections_S16_S17.csv,177,277,verified-from-source,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,source_id=S17 | source_title=Forecasting the potential impact of cell and gene therapies  | geography=France | series=patients_new_per_year | scenario=base; TA=Cardiovascular | year=2024 | value_point=0
