product,system,country,body,indication_key,indication_text,regulatory_approval_date,submission_or_start_date,decision_date,outcome,arrangement_type,arrangement_detail,added_benefit_or_rating,price_at_decision,price_currency,price_basis,stated_reasons_verbatim,document_title,document_id,source_url,fetched_date,status,notes,source_file,product_key,approval_dt,approval_basis,decision_dt,fda_dt,months_approval_to_decision,months_fda_to_decision,usable
Yescarta,France,France,HAS-CT,LBCL_2L,Le service médical rendu par YESCARTA (axicabtagene ciloleucel) reste important dans l’indication de l’AMM.,2018-08-23,,2026-05-06,recommended,unknown,,SMR Important; ASMR III,,,,"La Commission maintient une amélioration du service médical rendu modérée (ASMR III) de YESCARTA (axicabtagene ciloleucel), 0,4 – 2 x 108 cellules, dispersion pour perfusion, dans la prise en charge des patients adultes atteints de lymphome diffus à grandes cellules B (LDGCB) et de lymphome de haut grade à cellules B (LHGCB) ayant rechuté dans les 12 mois après la fin de la première ligne de chimio-immunothérapie, ou qui y sont réfractaires.",Avis de la Commission de la Transparence du 06/05/2026 - YESCARTA - Réévaluation suite à résultats étude post-inscript,CT-21445,https://www.has-sante.fr/jcms/p_4052286,2026-09-05,verified-from-source,"avis type: re-evaluation; motif BDPM: Réévaluation suite à résultats étude post-inscript. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,yescarta,2018-08-23,stated by agent,2026-05-06,2017-10-18,92.4,102.6,True
Breyanzi,France,France,HAS-CT,LBCL_2L,Le service médical rendu par BREYANZI (lisocabtagene maraleucel) reste important dans l’indication de l’AMM.,2022-04-04,,2026-06-03,recommended,unknown,,SMR Important; ASMR III,,,,"La Commission maintient une amélioration du service médical rendu modérée (ASMR III) de BREYANZI (lisocabtagene maraleucel), 1,1-70x10^6 cellules/mL / 1,1-70x10^6 cellules/mL, dispersion pour perfusion, dans la prise en charge des patients adultes atteints d’un lymphome diffus à grandes cellules B (LDGCB), d’un lymphome B de haut grade (LHGCB), d’un lymphome médiastinal primitif à grandes cellules B (LMPGCB) ou d’un lymphome folliculaire de grade 3B (LF3B) en rechute dans les 12 mois suivant la fin d’une immunochimiothérapie de première ligne ou réfractaire à ce traitement de première ligne.",Avis de la Commission de la Transparence du 03/06/2026 - BREYANZI - Réévaluation suite à résultats étude post-inscript,CT-21443,https://www.has-sante.fr/jcms/p_4052289,2026-09-05,verified-from-source,"avis type: re-evaluation; motif BDPM: Réévaluation suite à résultats étude post-inscript. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,breyanzi,2022-04-04,stated by agent,2026-06-03,2021-02-05,50.0,63.9,True
Zynteglo,France,France,HAS-CT,TDT_12plus,"traitement des patients atteints de β-thalassémie dépendante des transfusions (TDT), âgés de 12 ans et plus, qui n’ont pas de génotype β0/β0, éligibles à une greffe de cellules souches hématopoïétiques (CSH), mais n’ayant pas de donneur apparenté HLA compatible disponible",2019-05-29,,2020-03-18,recommended-restricted,unknown,,SMR important (uniquement 12 à <35 ans); ASMR III,,,,"Compte tenu : - des résultats, considérés comme cliniquement pertinents, démontrant l’efficacité de ZYNTEGLO en termes d’indépendance aux transfusions (critère de jugement principal), évaluée dans 3 études cliniques ouvertes, non comparatives, uniquement chez des patients âgés de plus de 12 ans à moins de 35 ans, mais, - de nombreuses incertitudes portant tout particulièrement : • sur le maintien de l’efficacité à moyen et long terme au regard du recul maximal de traitement par ZYNTEGLO limité à ce jour à 5 ans, pour un effectif de 3 patients seulement, • sur la tolérance au long cours de ZYNTEGLO, notamment au regard du risque potentiel de mutagénèse insertionnelle, la Commission considère que ZYNTEGLO (bétibéglogène autotemcel) apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge des patients âgés de plus de 12 ans à moins de 35 ans, atteints de β-thalassémie dépendante aux transfusions, non-β0/β0, pour lesquels une GCSH est indiquée mais ne disposant pas de donneur apparenté géno-identique.",Avis de la Commission de la Transparence du 18 mars 2020 - ZYNTEGLO (bétibéglogène autotemcel) - Inscription collectivités,CT-18061,https://web.archive.org/web/2/https://www.has-sante.fr/upload/docs/evamed/CT-18061_ZYNTEGLO_PIC_INS_AvisDef_CT18061_EPI659.pdf,2026-09-05,verified-from-source,"avis type: initial inscription (collectivités). Full avis PDF read via Wayback Machine; date d'examen 22 janvier 2020, avis définitif 18 mars 2020. population cible: not stated as range-75 (estimée à un maximum de 75 patients; 3 à 5 patients/an). Not in BDPM; EU MA withdrawn 2022-03-24.",decisions_has.csv,zynteglo,2019-05-29,stated by agent,2020-03-18,2022-08-17,9.7,-29.0,True
Zynteglo,France,France,HAS-CT,TDT_35plus,indication de l’AMM chez les patients âgés de 35 ans et plus,2019-05-29,,2020-03-18,not-recommended,none,,SMR insuffisant; ASMR sans objet,,,,Insuffisant pour justifier d’une prise en charge par la solidarité nationale dans l’indication de l’AMM chez les patients âgés de 35 ans et plus.,Avis de la Commission de la Transparence du 18 mars 2020 - ZYNTEGLO (bétibéglogène autotemcel) - Inscription collectivités,CT-18061,https://web.archive.org/web/2/https://www.has-sante.fr/upload/docs/evamed/CT-18061_ZYNTEGLO_PIC_INS_AvisDef_CT18061_EPI659.pdf,2026-09-05,verified-from-source,SMR insuffisant sub-population of the same avis.,decisions_has.csv,zynteglo,2019-05-29,stated by agent,2020-03-18,2022-08-17,9.7,-29.0,True
Glybera,France,France,HAS-CT,LPLD_adult,GLYBERA est indiqué chez les patients adultes présentant un diagnostic de déficit familial en lipoprotéine lipase (LPL) et souffrant de crises de pancréatites sévères ou multiples malgré un régime pauvre en lipides,2012-10-25,,2015-11-04,not-recommended,none,,SMR insuffisant; ASMR sans objet,,,,le service médical rendu par GLYBERA est insuffisant pour justifier une prise en charge par la solidarité nationale.,Avis de la Commission de la Transparence du 4 novembre 2015 - GLYBERA (alipogène tiparvovec) - Inscription collectivités,CT-14224,https://web.archive.org/web/20220228045554/http://www.has-sante.fr/upload/docs/evamed/CT-14224_GLYBERA_PIC_INS_Avis3_CT14224.pdf,2026-09-05,verified-from-source,Full avis PDF read via Wayback Machine (avis 3). population cible: sans objet. Not in BDPM; EU MA withdrawn 2017-10-28.,decisions_has.csv,glybera,2012-10-25,stated by agent,2015-11-04,,36.3,,True
Roctavian,France,France,HAS-CT,HEMA_adult,hémophilie A sévère sans antécédent d'inhibiteur du facteur VIII (indication de l'AMM),2022-08-24,,2023-09-06,recommended,unknown,,SMR/ASMR not retrieved (HAS page summary: avis favorable au remboursement dans l'indication de l'AMM),,,,,ROCTAVIAN (valoctocogène roxaparvovec) - Hémophilie A - avis CT du 6 septembre 2023,,https://www.has-sante.fr/jcms/p_3461362/fr/roctavian-valoctocogene-roxaparvovec-hemophilie-a,2026-09-05,verified-from-source,"From WebSearch snippet of the HAS page only; SMR/ASMR levels, wording and population cible not retrieved (has-sante.fr blocked; not in BDPM, hence no BDPM extract). No JO inscription or accès précoce found. | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,roctavian,2022-08-24,stated by agent,2023-09-06,2023-06-30,12.4,2.2,True
Abecma,France,France,ANSM (accès précoce),MM_4L,"Traitement des patients adultes atteints d’un myélome multiple en rechute et réfractaire ayant reçu au moins trois traitements antérieurs, incluant un agent immunomodulateur, un inhibiteur du protéasome et un anticorps anti-CD38, et dont la maladie a progressé pendant le dernier traitement, lorsque toutes les options thérapeutiques ont été épuisées, sur l’avis d’une réunion de concertation pluridisciplinaire (RCP).",2021-08-18,,2021-12-02,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Abecma,,https://ansm.sante.fr/tableau-atu-rtu/abecma-260-500-x-106-cellules-dispersion-pour-perfusion,2026-09-05,verified-from-source,"AAP octroyée le 02/12/2021, renouvelée le 09/02/2023 et le 21/02/2024, arrêtée le 14/11/2024 (ANSM page). JO arrêté du 12 novembre 2024 (JORFTEXT000050490978) ends the prise en charge précoce. End of coverage: 2024-11-14.",decisions_has.csv,abecma,2021-08-18,stated by agent,2021-12-02,2021-03-26,3.5,8.2,True
Abecma,France,France,ANSM (accès précoce),MM_4L,"ATU de cohorte dans le même périmètre d'indication (myélome multiple en rechute et réfractaire, au moins trois traitements antérieurs)",2021-08-18,,2021-04-29,recommended-managed-access,managed-access-agreement,ATU de cohorte,,,,,,"Avis CT-19358 ABECMA, informations administratives: ATU de cohorte octroyée le 29/04/2021",,https://web.archive.org/web/20230626064416/http://www.has-sante.fr/upload/docs/evamed/CT-19358_ABECMA_PIC_INS_AvisDef_CT19358.pdf,2026-09-05,verified-from-source,"Pre-2021 ATU de cohorte granted by ANSM, quoted in the HAS avis of 15/12/2021.",decisions_has.csv,abecma,2021-08-18,stated by agent,2021-04-29,2021-03-26,-3.6,1.1,True
Abecma,France,France,ANSM (accès précoce),MM_3L,"Traitement des patients adultes atteints d’un myélome multiple en rechute et réfractaire ayant reçu au moins deux traitements antérieurs, incluant un agent immunomodulateur, un inhibiteur du protéasome et un anticorps anti-CD38, et dont la maladie a progressé pendant le dernier traitement.",2021-08-18,,2024-07-25,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Abecma; HAS décision n° 2024.0222/DC/SEM du 25 juillet 2024,,https://ansm.sante.fr/tableau-atu-rtu/abecma-260-500-x-106-cellules-dispersion-pour-perfusion,2026-09-05,verified-from-source,"AAP octroyée le 25/07/2024 (HAS decision 2024.0222/DC/SEM cited in JO arrêté of 12/11/2024), arrêtée le 15/11/2024; HAS retrait decision 2024.0269/DC/SEM of 10/10/2024. End of coverage: 2024-11-15.",decisions_has.csv,abecma,2021-08-18,stated by agent,2024-07-25,2021-03-26,35.2,40.0,True
Breyanzi,France,France,ANSM (accès précoce),LBCL_2L,"Traitement des patients adultes atteints d’un lymphome diffus à grandes cellules B (LDGCB), d’un lymphome de haut grade à cellules B (LHGCB) ou d’un lymphome médiastinal primitif à grandes cellules B (LMPGCB), réfractaires ou en rechute dans les 12 mois suivant un traitement de première ligne et éligibles à une autogreffe de cellules souches hématopoïétiques (CSH)",2022-04-04,,,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Breyanzi,,https://ansm.sante.fr/tableau-atu-rtu/breyanzi,2026-09-05,verified-from-source,Grant date not shown on the ANSM page (only 'renouvelée le 07/09/2023'); decision_date left blank. End of coverage: 2024-07-13.,decisions_has.csv,breyanzi,2022-04-04,stated by agent,,2021-02-05,,,False
Breyanzi,France,France,ANSM (accès précoce),LBCL_2L,"Traitement des patients adultes atteints d’un lymphome folliculaire de grade 3B (LF3B) et éligibles à une stratégie d’autogreffe de CSH et des patients atteints de LDGCB, LHGCB, LMPGCB ou LF3B et non éligibles à une stratégie d’autogreffe de CSH, réfractaires ou en rechute dans les 12 mois suivant un traitement de première ligne",2022-04-04,,2023-09-07,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Breyanzi,,https://ansm.sante.fr/tableau-atu-rtu/breyanzi,2026-09-05,verified-from-source,AAP octroyée le 07/09/2023. End of coverage: 2024-07-13.,decisions_has.csv,breyanzi,2022-04-04,stated by agent,2023-09-07,2021-02-05,17.1,31.0,True
Casgevy,France,France,ANSM (accès précoce),TDT_12plus,Traitement de la ß thalassémie dépendante des transfusions (TDT) chez les patients âgés de 12 ans à 35 ans éligibles à une greffe de cellules souches hématopoïétiques (CSH) et pour lesquels un donneur apparenté HLA (antigène leucocytaire humain) compatible n’est pas disponible.,2024-02-09,,2024-01-18,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Casgevy; HAS décision n° 2024.0015/DC/SEM du 18 janvier 2024,,https://ansm.sante.fr/tableau-atu-rtu/casgevy,2026-09-05,verified-from-source,AAP (pré-AMM then post-AMM) octroyée le 18/01/2024; HAS retrait decision 2024.0348/DC/SEM du 12 décembre 2024. End of coverage: 2024-12-12.,decisions_has.csv,casgevy,2024-02-09,stated by agent,2024-01-18,2023-12-08,-0.7,1.3,True
Casgevy,France,France,ANSM (accès précoce),SCD_VOC_12plus,"Traitement de la drépanocytose sévère uniquement chez les patients âgés de 12 à 35 ans présentant des crises vaso occlusives récurrentes (CVO) malgré un traitement bien conduit par hydroxycarbamide éligibles à une greffe de cellules souches hématopoïétiques (CSH) et pour lesquels un donneur apparenté HLA compatible n'est pas disponible et dont la sévérité de la maladie est établie par : la mise en place d'un programme transfusionnel depuis au moins 6 mois pour épisodes vaso-occlusifs récurrents (population pédiatrique et adulte), ET/OU, pour la population adulte seulement, la persistance d'épisodes vaso-occlusifs récurrents ayant nécessité une hospitalisation conventionnelle dans l'année (≥ 2 épisodes/an ou ≥ 1 épisode/an ayant nécessité une transfusion).",2024-02-09,,2024-07-11,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Casgevy; HAS décision n° 2024.0187/DC/SEM du 11 juillet 2024,,https://ansm.sante.fr/tableau-atu-rtu/casgevy,2026-09-05,verified-from-source,AAP octroyée le 11/07/2024. End of coverage: 2024-11-20.,decisions_has.csv,casgevy,2024-02-09,stated by agent,2024-07-11,2023-12-08,5.0,7.1,True
Ebvallo,France,France,ANSM (accès précoce),PTLD_EBV_2L,En monothérapie dans le traitement de patients adultes et pédiatriques âgés de 2 ans et plus atteints d’une maladie lymphoproliférative post-transplantation et positive au virus d’Epstein-Barr (EBV) récidivante ou réfractaire (LPT EBV+) qui ont reçu au moins un traitement antérieur.,2022-12-16,,2023-06-01,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Ebvallo,,https://ansm.sante.fr/tableau-atu-rtu/ebvallo,2026-09-05,verified-from-source,"AAP octroyée le 01/06/2023, renouvelée le 11 juillet 2024, arrêtée le 05/07/2025. Prior accès compassionnel ended 22/06/2023. End of coverage: 2025-07-05.",decisions_has.csv,ebvallo,2022-12-16,stated by agent,2023-06-01,,5.5,,True
Kebilidi / Upstaza,France,France,ANSM (accès précoce),AADC,"Traitement de patients âgés de 18 mois et plus présentant un diagnostic clinique, moléculaire et génétiquement confirmé de déficit en décarboxylase d’acide L-aminé aromatique (AADC) associé à un phénotype sévère.",2022-07-18,,2022-12-15,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Upstaza,,https://ansm.sante.fr/tableau-atu-rtu/upstaza,2026-09-05,verified-from-source,"AAP post-AMM octroyée le 15/12/2022, renouvelée le 14/12/2023, le 24/12/2024 et le 22/01/2026; still 'en cours' on 2026-09-05. Earlier ATU nominative / accès compassionnel from 04/12/2020, ended 01/01/2023. No JO inscription found (BDPM: présentation non agréée aux collectivités).",decisions_has.csv,kebilidi,2022-07-18,stated by agent,2022-12-15,2024-11-13,4.9,-23.0,True
Kymriah,France,France,ANSM (accès précoce),FL_3L,"Traitement des patients adultes présentant un lymphome folliculaire après au moins deux lignes de traitement qui présentent une maladie réfractaire ou en rechute pendant ou dans les 6 mois qui suivent la fin de leur traitement d’entretien ou en rechute après une autogreffe de cellules souches hématopoïétiques, uniquement lorsque toutes les options thérapeutiques ont été épuisées sur l’avis d’une RCP",2018-08-23,,2021-06-28,recommended-managed-access,managed-access-agreement,ATU de cohorte then AAP,,,,,,Arrêté du 6 octobre 2021 relatif à la prise en charge d'une spécialité pharmaceutique bénéficiant d'une ATU (NOR SSAS2128533A); ANSM page Kymriah,,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044229326,2026-09-05,verified-from-source,"ATU de cohorte octroyée par l'ANSM le 28 juin 2021 (JO arrêté), converted to AAP; AAP renouvelée le 06/07/2023, fin d'AAP le 15/09/2024 (ANSM page https://ansm.sante.fr/tableau-atu-rtu/kymriah-1-2-x-106-6-x-108-cellules-dispersion-pour-perfusion). End of coverage: 2024-09-15.",decisions_has.csv,kymriah,2018-08-23,stated by agent,2021-06-28,2017-08-30,34.2,45.9,True
Kymriah,France,France,ANSM (accès précoce),ALL_ped,ATU nominative / accès compassionnel (2018 indications),2018-08-23,,,recommended-managed-access,managed-access-agreement,ATU nominative,,,,,,ANSM - Liste des spécialités en accès dérogatoire - Kymriah,,https://ansm.sante.fr/tableau-atu-rtu/kymriah-1-2-x-106-6-x-108-cellules-dispersion-pour-perfusion,2026-09-05,provisional-from-snippet,"ANSM page shows only 'Fin des AAC le 24/03/2019'; grant date of the 2018 ATU not shown, decision_date blank. End of coverage: 2019-03-24.",decisions_has.csv,kymriah,2018-08-23,stated by agent,,2017-08-30,,,False
Yescarta,France,France,ANSM (accès précoce),FL_4L,"Traitement des patients adultes atteints de lymphome folliculaire en rechute ou réfractaire, après au moins trois lignes de traitement systémique.",2018-08-23,,2022-04-14,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Yescarta,,https://ansm.sante.fr/tableau-atu-rtu/yescarta-0-4-2-x-108-cellules-dispersion-pour-perfusion,2026-09-05,verified-from-source,"AAP octroyée le 14/04/2022, renouvelée le 06/04/2023, fin d'AAP le 24/04/2024. End of coverage: 2024-04-24.",decisions_has.csv,yescarta,2018-08-23,stated by agent,2022-04-14,2017-10-18,43.7,53.8,True
Yescarta,France,France,ANSM (accès précoce),LBCL_2L,"Traitement des patients adultes atteints de lymphome diffus à grandes cellules B (LDGCB), réfractaires ou en rechute dans les 12 mois après la fin d’un traitement de première ligne et éligibles à une chimiothérapie de rattrapage suivie d’une chimiothérapie d’intensification en vue d’une autogreffe de CSH",2018-08-23,,,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Yescarta,,https://ansm.sante.fr/tableau-atu-rtu/yescarta-0-4-2-x-108-cellules-dispersion-pour-perfusion,2026-09-05,verified-from-source,Grant date not shown (only 'renouvelée le 20/07/2023'); decision_date blank. End of coverage: 2024-04-24.,decisions_has.csv,yescarta,2018-08-23,stated by agent,,2017-10-18,,,False
Yescarta,France,France,ANSM (accès précoce),LBCL_2L,"Traitement des patients adultes atteints de lymphome de haut grade à cellules B (LHGCB) éligibles à une stratégie d’autogreffe de CSH, et les patients atteints de LDGCB et LHGCB et non éligibles à une stratégie d’autogreffe de CSH, ayant rechuté dans les 12 mois après la fin de la première ligne de chimio-immunothérapie, ou qui y sont réfractaires.",2018-08-23,,,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Yescarta,,https://ansm.sante.fr/tableau-atu-rtu/yescarta-0-4-2-x-108-cellules-dispersion-pour-perfusion,2026-09-05,verified-from-source,Grant date not shown (only 'renouvelée le 18/03/2024'); decision_date blank. End of coverage: 2024-04-24.,decisions_has.csv,yescarta,2018-08-23,stated by agent,,2017-10-18,,,False
Tecartus,France,France,ANSM (accès précoce),ALL_adult_3L,Traitement des patients adultes âgés de 26 ans et plus atteints de leucémie aiguë lymphoblastique (LAL) de la lignée B réfractaire ou en rechute en dernier recours : Phi+ après au moins deux lignes de traitement; Phi- après au moins deux lignes de traitement et en échec ou non éligibles au blinatumomab et à l’inotuzumab.,2020-12-14,,,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Tecartus,,https://ansm.sante.fr/tableau-atu-rtu/tecartus-0-4-2-x-108-cellules-dispersion-pour-perfusion,2026-09-05,verified-from-source,Grant date not shown (only 'renouvelée le 21/12/2023'); decision_date blank. ATU nominative (MCL) ended 31/03/2021; accès compassionnel KTE-X19 ended 03/03/2023. End of coverage: 2024-07-05.,decisions_has.csv,tecartus,2020-12-14,stated by agent,,2020-07-24,,,False
Vyjuvek,France,France,ANSM (accès précoce),DEB_6m,Traitement des plaies des patients âgés de 6 mois et plus atteints d'épidermolyse bulleuse dystrophique (EBD) avec mutation(s) du gène de la chaîne alpha 1 du collagène de type VII (COL7A1).,2025-04-23,,2024-09-12,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Vyjuvek,,https://ansm.sante.fr/tableau-atu-rtu/vyjuvek,2026-09-05,verified-from-source,"Pre-AMM AAP octroyée le 12/09/2024, renouvelée le 01/09/2025, arrêtée le 02/10/2025. End of coverage: 2025-10-02.",decisions_has.csv,vyjuvek,2025-04-23,stated by agent,2024-09-12,2023-05-19,-7.3,15.8,True
Vyjuvek,France,France,ANSM (accès précoce),DEB,"Traitement des plaies chez les patients atteints d’épidermolyse bulleuse dystrophique (EBD) présentant une ou plusieurs mutations du gène COL7A1, dès la naissance.",2025-04-23,,2025-10-02,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,ANSM - Liste des spécialités en accès dérogatoire - Vyjuvek; HAS décision du 2 octobre 2025 portant autorisation d'accès précoce,,https://ansm.sante.fr/tableau-atu-rtu/vyjuvek,2026-09-05,verified-from-source,"AAP post-AMM octroyée le 02/10/2025, en cours. BDPM: inscription sur la liste de rétrocession, prix de cession publié au JO (arrêté not located).",decisions_has.csv,vyjuvek,2025-04-23,stated by agent,2025-10-02,2023-05-19,5.3,28.5,True
Zolgensma,France,France,ANSM (accès précoce),SMA_type1,patients pesant moins de 21 kg avec un diagnostic clinique de SMA de type 1 ou SMA avec mutation bi-allélique SMN1 et jusqu'à 3 copies SMN2 (périmètre ATUc),2020-05-18,2020-05-25,2020-05-15,recommended-managed-access,managed-access-agreement,ATU de cohorte,,,,,,ANSM - Liste des spécialités en accès dérogatoire - Zolgensma,,https://ansm.sante.fr/tableau-atu-rtu/zolgensma-2-x-1013-genomes-de-vecteur-ml-solution-pour-perfusion,2026-09-05,verified-from-source,"ATUc du 15/05/2020, début le 25/05/2020, arrêt d'ATUc le 18/05/2021 (ANSM page). Indication wording from Institut de Myologie summary (snippet), not from the ANSM page. End of coverage: 2021-05-18.",decisions_has.csv,zolgensma,2020-05-18,stated by agent,2020-05-15,2019-05-24,-0.1,11.7,True
Luxturna,France,France,ANSM (accès précoce),RPE65,"traitement des patients d’âge ≤ 20 ans, présentant une perte visuelle due à une dystrophie rétinienne héréditaire résultant de mutations bi-alléliques confirmées du gène RPE65",2018-11-22,,2018-10-19,recommended-managed-access,managed-access-agreement,ATU de cohorte,,,,,,Avis CT-17535 LUXTURNA: ATU de cohorte octroyée par l’ANSM le 19 octobre 2018,,https://web.archive.org/web/20191112230609/https://www.has-sante.fr/upload/docs/evamed/CT-17535_LUXTURNA_PIC_INS_Avis2_CT17535.pdf,2026-09-05,verified-from-source,Quoted in the HAS avis of 03/04/2019.,decisions_has.csv,luxturna,2018-11-22,stated by agent,2018-10-19,2017-12-19,-1.1,10.0,True
Carvykti,France,France,ANSM (accès précoce),MM_4L,"Traitement des patients adultes atteints d’un myélome multiple en rechute et réfractaire, ayant reçu au moins 3 traitements antérieurs incluant un agent immunomodulateur, un inhibiteur du protéasome et un anticorps anti-CD38 et dont la maladie a progressé pendant le dernier traitement, uniquement lorsque toutes les options thérapeutiques ont été épuisées, sur l'avis d'une RCP",2022-05-25,,2022-06-23,recommended-managed-access,managed-access-agreement,autorisation d'accès précoce (AAP),,,,,,HAS Décision n°2022.0211/DC/SEM du 23 juin 2022 portant autorisation d’accès précoce de la spécialité CARVYKTI,,https://www.has-sante.fr/jcms/p_3348761/fr/,2026-09-05,provisional-from-snippet,"Grant date from WebSearch snippet of HAS page title. Terminated by Arrêté du 23 mai 2023 (JORFTEXT000047602771, verified): 'le retrait par le laboratoire JANSSEN-CILAG de sa demande d'inscription' on 31 mars 2023; 3-month continuity. ANSM tableau-atu-rtu page for Carvykti not located. End of coverage: 2023-05-23.",decisions_has.csv,carvykti,2022-05-25,stated by agent,2022-06-23,2022-02-28,1.0,3.8,False
Hemgenix,France,France,JO (inscription),HEMB_adult,traitement de l'hémophilie B (déficit congénital en facteur IX) sévère et modérément sévère chez les patients adultes sans antécédents d'inhibiteurs du facteur IX,2023-02-20,,2023-12-05,recommended-managed-access,other,"accès direct (art. 62 LFSS 2022), prise en charge d'une durée maximale d'un an",,,,,,"Arrêté du 5 décembre 2023 relatif à la prise en charge par l'assurance maladie de spécialités pharmaceutiques au titre du dispositif d'accès direct (NOR SPRS2333451A, JO 12/12/2023)",JORFTEXT000048551003,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048551003,2026-09-05,verified-from-source,"Coverage stopped by Arrêté du 17 octobre 2024 (JORFTEXT000050385415, snippet only). BDPM: présentation non agréée aux collectivités, prix libre; no liste en sus / collectivités inscription found.",decisions_has.csv,hemgenix,2023-02-20,stated by agent,2023-12-05,2022-11-22,9.5,12.4,True
Yescarta,France,France,JO (inscription),LBCL_3L,traitement des patients adultes atteints de lymphome diffus à grandes cellules B (LDGCB) et de lymphome médiastinal primitif à grandes cellules B (LMPGCB) réfractaire ou en rechute,2018-08-23,,2019-07-08,recommended,none,inscription liste en sus,,,,,,"Arrêté du 8 juillet 2019 modifiant la liste des spécialités pharmaceutiques prises en charge en sus des prestations d'hospitalisation (NOR SSAS1902345A, JO 13/07/2019)",JORFTEXT000038757767,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000038757767,2026-09-05,verified-from-source,"UCD 3400894404569. Companion arrêté collectivités of the same date: JORFTEXT000038757759 (snippet). Arrêtés of 30/04/2019 and 08/07/2019 subordinate coverage to data collection (JORFTEXT000038438805, JORFTEXT000038757777).",decisions_has.csv,yescarta,2018-08-23,stated by agent,2019-07-08,2017-10-18,10.5,20.6,True
Yescarta,France,France,JO (inscription),LBCL_2L,"traitement des patients adultes atteints de LDGCB et de lymphome de haut grade à cellules B (LHGCB) ayant rechuté dans les 12 mois après la fin de la première ligne de chimio-immunothérapie, ou qui y sont réfractaires; and FL réfractaire ou en rechute après au moins trois lignes",2018-08-23,,2024-04-11,recommended,none,extension d'indication liste en sus,,,,,,"Arrêté du 11 avril 2024 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR TSSS2410472A, JO 23/04/2024)",JORFTEXT000049453692,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049453692,2026-09-05,verified-from-source,Extension d'indication covering both LBCL_2L and FL_4L. Companion arrêté collectivités 18/04/2024: JORFTEXT000049453740 (snippet).,decisions_has.csv,yescarta,2018-08-23,stated by agent,2024-04-11,2017-10-18,67.6,77.8,True
