product,product_key,sponsor_at_event,event_date,event_type,is_retreat,event_title,counterparty,amount_usd_m,manufacturing_model,geography,months_from_first_approval,after_approval,is_prv_sale,stated_reason_verbatim,source_doc,source_url,fetched_date,status,usable,origin,notes
Papzimeos,papzimeos,Precigen,,none-found,False,No sponsor event found 2025-08-14 to 2026-09-05,,,other,US,,False,False,,"EDGAR full-text search, Precigen 8-K/10-Q 2025-08 onward for 'PAPZIMEOS' with 'workforce' (2 hits, 10-Q boilerplate only)",https://efts.sec.gov/LATEST/search-index?q=%22PAPZIMEOS%22%20%22workforce%22&dateRange=custom&startdt=2025-08-01,2026-09-05,not-found,False,agent events_by_product.csv,Adenoviral immunotherapy.
Provenge,provenge,Dendreon,2011-08-03,restructuring,True,Dendreon withdraws 2011 revenue guidance ('shift in launch trajectory') and announces expense and workforce reductions,,,other,US,15.1,True,False,"Shift in Launch Trajectory Based on More Gradual Adoption ... 'the primary issue affecting the dynamics of our launch is the reimbursement knowledge around PROVENGE ... for the remainder of 2011, the launch trajectory will reflect a more gradual adoption'","Dendreon 8-K Ex-99.1, Q2 2011 results (2011-08-03)",https://www.sec.gov/Archives/edgar/data/1107332/000110733211000035/exhibit_99-1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Manufacturing model: autologous cellular immunotherapy. Followed by the September 2011 reduction in force.
Provenge,provenge,Dendreon,2011-09-02,restructuring,True,Dendreon reduction in force of c.500 positions (c.25% of workforce); c.USD 21m charge,,21,other,US,16.1,True,False,"On September 2, 2011, the Company's Board of Directors (the 'Board') approved the reduction in force of the Company's personnel ... This resulted in the elimination of approximately 500 positions, or the reduction of approximately 25% of the Company's total workforce. ... The Company expects to incur approximately $21 million associated with such reduction of its workforce","Dendreon 8-K (Item 2.05), 2011-09-08",https://www.sec.gov/Archives/edgar/data/1107332/000110733211000055/form_8-k.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,10-Q Q3 2011 records a restructuring charge of USD 38.5m for the quarter (broader than the severance estimate).
Provenge,provenge,,2011-09-02,restructuring,True,"On September 2, 2011, our Board of Directors approved a reduction in force of approximately 25% of our total workforce, or approximately 500 employees.",,,,US,16.1,True,False,"On September 2, 2011, our Board of Directors approved a reduction in force of approximately 25% of our total workforce, or approximately 500 employees.","Dendreon 10-Q for the quarter ended September 30, 2011 (2011-11-02)",https://www.sec.gov/Archives/edgar/data/1107332/000119312511292830/d237118d10q.htm,,verified-from-source,True,provenge_disclosures.csv statement (type assigned by keyword),
Provenge,provenge,Dendreon,2012-07-30,restructuring,True,"Dendreon strategic restructuring: closure of New Jersey manufacturing facility, >600 positions, c.USD 150m annual savings",,150,other,US,27.0,True,False,"Announced strategic restructuring to accelerate path to profitability and future growth: The Company expects to reduce costs by approximately $150 million annually. The Company expects a reduction in headcount of more than 600 positions, including contractors, over the next 12 months.","Dendreon 8-K Ex-99.1, Q2 2012 results (2012-07-30)",https://www.sec.gov/Archives/edgar/data/1107332/000119312512322465/d379837dex991.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,10-Q Q2 2012: 're-configuring our manufacturing model with the closure of our New Jersey manufacturing facility'. Amount is targeted annual savings.
Provenge,provenge,,2012-07-30,restructuring,True,"On July 30 2012, we announced a strategic restructuring plan that includes re-configuring our manufacturing model with the closure of our New Jersey manufacturi",,,,US,27.0,True,False,"On July 30 2012, we announced a strategic restructuring plan that includes re-configuring our manufacturing model with the closure of our New Jersey manufacturing facility.","Dendreon 10-Q for the quarter ended June 30, 2012 (2012-07-31)",https://www.sec.gov/Archives/edgar/data/1107332/000119312512323922/d377194d10q.htm,,verified-from-source,True,provenge_disclosures.csv statement (type assigned by keyword),
Provenge,provenge,Dendreon,2014-11-10,going-private-or-delisting,True,Dendreon files for Chapter 11 bankruptcy; Nasdaq delisting notice,"US Bankruptcy Court, District of Delaware",,other,US,54.4,True,False,"on November 10, 2014, Dendreon Corporation (the 'Company') and its wholly owned subsidiaries ... filed voluntary petitions for relief (the 'Chapter 11 Filings') under Chapter 11 of Title 11 of the United States Code ... On November 10, 2014, the Company received a Staff Delisting Determination letter from the Listing Qualifications Staff of The Nasdaq Stock Market LLC","Dendreon 8-K (Items 1.03 and 3.01), 2014-11-12",https://www.sec.gov/Archives/edgar/data/1107332/000119312514407733/d820216d8k.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Case No. 14-12515 (PJW); assets sold through a court-supervised process (bidding procedures order 2014-12-19).
Provenge,provenge,Dendreon (debtor),2015-02-19,acquisition,False,Valeant acquires substantially all Dendreon assets out of bankruptcy for USD 495m,Valeant Pharmaceuticals International,495,other,worldwide,57.7,True,False,"the Purchaser agreed to acquire substantially all of the assets and certain liabilities of the Debtors (the 'Sale Transaction') for an aggregate purchase price of $495 million (which includes the purchase of $80 million in cash and the Debtors' assets related to their enteric coated D-3263 hydrochloride product candidate), of which $445.5 million is payable in cash at closing and $49.5 million is payable in common shares of Valeant","Dendreon 8-K (Item 7.01), 2015-02-20",https://www.sec.gov/Archives/edgar/data/1107332/000119312515056142/d877954d8k.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Second amended and restated acquisition agreement dated 2015-02-19; closed in Q1 2015 (Valeant Q1 2015 investor presentation lists Dendreon among 'acquisitions closed in Q1').
Provenge,provenge,Dendreon UK Ltd (Valeant),2015-05-06,discontinuation-or-withdrawal,True,EU marketing authorisation for Provenge withdrawn at Dendreon's request,European Commission,,other,EU,60.2,True,False,"On 6 May 2015, the European Commission withdrew the marketing authorisation for Provenge ... The withdrawal was at the request of the marketing authorisation holder, Dendreon UK Ltd, which notified the European Commission of its decision to permanently discontinue the marketing of the product for commercial reasons.","EMA EPAR page, Provenge, 'Withdrawn' status and overview",https://www.ema.europa.eu/en/medicines/human/EPAR/provenge,2026-09-05,verified-from-source,True,agent events_by_product.csv,EU authorisation granted 2013-09-06; no European revenue was ever disclosed.
Provenge,provenge,Dendreon,2015-05-06,discontinuation-or-withdrawal,True,EU marketing authorisation withdrawn or expired,,,autologous cellular immunotherapy,EU,60.2,True,False,,EMA EPAR page,https://www.ema.europa.eu/en/medicines/human/EPAR/provenge,,verified-from-source,True,product_cohort.csv (F020),
Provenge,provenge,Valeant (Dendreon Pharmaceuticals),2017-01-09,acquisition,False,Valeant sells Dendreon to Sanpower Group for USD 819.9m cash,Sanpower Group,819.9,other,worldwide,80.4,True,False,VALEANT TO SELL DENDREON TO SANPOWER GROUP FOR $819.9 MILLION IN CASH ... its affiliate has entered into a definitive agreement to sell all of the outstanding equity interests in Dendreon,Valeant 8-K Ex-99.1 press release (2017-01-10),https://www.sec.gov/Archives/edgar/data/885590/000095010317000286/dp71817_ex9901.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Closed mid-2017 (Valeant 10-K FY2016 describes the agreement; completion date not read). After closing Provenge revenue is no longer publicly reported.
Roctavian,roctavian,BioMarin,2024-08-05,restructuring,True,"BioMarin narrows Roctavian to three countries (US, Germany, Italy) and cuts direct spend to c.USD 60m a year",,60,AAV systemic,worldwide,23.4,True,False,"By focusing commercial, research and manufacturing programs in three prioritized countries, including the United States, Germany and Italy, BioMarin anticipates reducing annual direct ROCTAVIAN expenses to approximately $60 million, beginning in 2025.","BioMarin 8-K Ex-99.1, Q2 2024 results (2024-08-05)",https://www.sec.gov/Archives/edgar/data/1048477/000104847724000125/earningsrelease-05aug24ex9.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Amount is the targeted annual expense level, not a charge. Other launch markets not pursued."
Roctavian,roctavian,,2025,discontinuation-or-withdrawal,True,BioMarin explores options for Roctavian,,,AAV systemic,,34.2,True,False,,,,,seeded-from-memory,False,investment_events.csv seed,
Roctavian,roctavian,BioMarin,2025-10-27,asset-sale-or-licence,False,"BioMarin announces plan to divest Roctavian, including out-licensing (no buyer found)",,,AAV systemic,worldwide,38.1,True,False,"the company announced its plan to pursue options to divest ROCTAVIAN, including exploring out-licensing opportunities.","BioMarin 8-K Ex-99.1, Q3 2025 results and corporate update (2025-10-27)",https://www.sec.gov/Archives/edgar/data/1048477/000104847725000104/earningsrelease-27oct25ex9.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Attempted divestiture; superseded by the 2026-02-23 withdrawal after no qualified buyer was identified. Release: BioMarin 'plans to continue to make ROCTAVIAN commercially available in the U.S., Italy and Germany until next steps are finalized'."
Roctavian,roctavian,,2025-10-27,asset-sale-or-licence,False,"the company announced its plan to pursue options to divest ROCTAVIAN, including exploring out-licensing opportunities.",,,,Total (worldwide),38.1,True,False,"the company announced its plan to pursue options to divest ROCTAVIAN, including exploring out-licensing opportunities.","BioMarin 8-K Ex-99.1, BioMarin Reports Third Quarter 2025 Results and Provides Corporate Update (2025-10-27)",https://www.sec.gov/Archives/edgar/data/1048477/000104847725000104/earningsrelease-27oct25ex9.htm,,verified-from-source,True,roctavian_disclosures.csv statement (type assigned by keyword),
Roctavian,roctavian,BioMarin,2026-02-23,discontinuation-or-withdrawal,True,BioMarin voluntarily withdraws Roctavian from the market worldwide,,,AAV systemic,worldwide,42.0,True,False,"Following the company's October announcement to explore options to divest ROCTAVIAN, BioMarin undertook a comprehensive effort to identify a potential buyer. Despite these efforts, BioMarin was unable to identify a qualified buyer and has made the decision to voluntarily withdraw ROCTAVIAN from the market. ... This decision is not related to ROCTAVIAN's efficacy or safety profile.","BioMarin 8-K Ex-99.1, Q4/FY2025 results (2026-02-23); BioMarin company statement 'BioMarin Voluntarily Withdraws ROCTAVIAN from the Market' (2026-02-23)",https://www.biomarin.com/news/company-statements/biomarin-voluntarily-withdraws-roctavian-from-the-market/,2026-09-05,verified-from-source,True,agent events_by_product.csv,Statement: company 'will maintain its commercial patient support program and honor existing outcomes-based agreements with payers' and is working 'with global regulatory authorities on the transition process'. Supply end date (May 2026 per project seed) is not stated in the statement text read. 8-K: https://www.sec.gov/Archives/edgar/data/1048477/000104847726000002/earningsrelease-23feb26ex9.htm
Roctavian,roctavian,BioMarin,2026-02-23,restructuring,True,BioMarin records c.USD 240m Roctavian charges (USD 119m inventory write-off; USD 118m long-lived asset impairment),,240,AAV systemic,worldwide,42.0,True,False,$240 million during the quarter: $119 million inventory write-off in Cost of Sales and $118 million long-lived asset impairments in SG&A,"BioMarin 8-K Ex-99.1, Q4/FY2025 results (2026-02-23)",https://www.sec.gov/Archives/edgar/data/1048477/000104847726000002/earningsrelease-23feb26ex9.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Charges taken in Q4 2025 in connection with the withdrawal decision. 2026 guidance folds Roctavian into 'Other Revenues' of USD 100-125m with Kuvan and royalties.
Roctavian,roctavian,BioMarin,2026-02-23,shipment-pause-or-restriction,True,Voluntary commercial withdrawal from the market by BioMarin (not a safety or efficacy action); supply ends end of May 2026,,,AAV systemic,US,42.0,True,False,,FDA product page,https://www.biomarin.com/news/company-statements/biomarin-voluntarily-withdraws-roctavian-from-the-market/,,verified-from-source,True,product_cohort.csv (F020),
Roctavian,roctavian,,2026-02-23,asset-sale-or-licence,False,"Following the company's October announcement to explore options to divest ROCTAVIAN, BioMarin undertook a comprehensive effort to identify a potential buyer. De",,,,Total (worldwide),42.0,True,False,"Following the company's October announcement to explore options to divest ROCTAVIAN, BioMarin undertook a comprehensive effort to identify a potential buyer. Despite these efforts, BioMarin was unable to identify a qualified buyer and has made the decision to voluntarily withdraw ROCTAVIAN from the market.","BioMarin 8-K Ex-99.1, BioMarin Reports Fourth Quarter and Full-year 2025 Financial and Operating Results (2026-02-23)",https://www.sec.gov/Archives/edgar/data/1048477/000104847726000002/earningsrelease-23feb26ex9.htm,,verified-from-source,True,roctavian_disclosures.csv statement (type assigned by keyword),
Roctavian,roctavian,,2026,discontinuation-or-withdrawal,True,BioMarin voluntarily withdraws Roctavian worldwide; supply ends May 2026,,,AAV systemic,,46.2,True,False,,https://www.biomarin.com/news/company-statements/biomarin-voluntarily-withdraws-roctavian-from-the-market/,,2026-09-04,verified-from-source,True,investment_events.csv seed,
Ryoncil,ryoncil,Mesoblast,,none-found,False,"No sponsor acquisition, divestiture, withdrawal, pause or Ryoncil-attributed restructuring found 2024-12-19 to 2026-09-05",,,allogeneic cell,US,,False,False,,"EDGAR full-text search, Mesoblast 6-K/20-F 2025-2026 for 'Ryoncil' with 'restructuring' or 'workforce' (hits are annual-report boilerplate only, checked in the 2025 annual report exhibit)",https://www.sec.gov/Archives/edgar/data/1345099/000134509925000090/exhibit991annualreportno.htm,2026-09-05,not-found,False,agent events_by_product.csv,Mesenchymal stromal cells.
Skysona,skysona,,2021,restructuring,True,bluebird bio spins off 2seventy bio,,,lentiviral ex vivo; CAR-T,,-0.5,False,False,,,,,seeded-from-memory,False,investment_events.csv seed,
Skysona,skysona,bluebird bio,2021-08-09,restructuring,True,bluebird bio winds down European operations and refocuses severe genetic disease business on the US,,,lentiviral ex vivo,EU,0.8,True,False,"bluebird plans an orderly wind down of its operations in Europe and to explore how to give patients in Europe access to its gene therapies, including potentially out-licensing the ex-U.S. rights to its three lead products ... 'bluebird's decision to focus on the U.S. market is driven by the challenges of achieving appropriate value recognition and market access for ZYNTEGLO in Europe, which makes bringing its transformative gene therapies like ZYNTEGLO and SKYSONA to patents and physicians in Europe untenable for a small innovative company at this time'","bluebird bio 8-K Ex-99.1, Q2 2021 results and operational update (2021-08-09)",https://www.sec.gov/Archives/edgar/data/1293971/000129397121000064/exhibit99120210809.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Same release: FDA clinical hold on eli-cel studies after a safety report (July 2021). The 'three lead products' were Zynteglo, Skysona and Lyfgenia (lovo-cel). No ex-US out-licence was subsequently disclosed."
Skysona,skysona,bluebird bio,2021-11-18,discontinuation-or-withdrawal,True,EU marketing authorisation for Skysona withdrawn at bluebird's request four months after grant; no EU patients treated,European Commission,,lentiviral ex vivo,EU,4.1,True,False,"On 18 November 2021, the European Commission withdrew the marketing authorisation for Skysona (elivaldogene autotemcel) in the European Union (EU). The withdrawal was at the request of the marketing authorisation holder, bluebird bio (Netherlands) B.V., which notified the European Commission of its decision not to market the product in the EU for commercial reasons. ... No patients had been treated with Skysona since its marketing authorisation.","EMA EPAR page, Skysona, 'Withdrawn' status and overview",https://www.ema.europa.eu/en/medicines/human/EPAR/skysona,2026-09-05,verified-from-source,True,agent events_by_product.csv,EU authorisation granted 2021-07-16; withdrawn before US approval (2022-09-16).
Skysona,skysona,bluebird bio,2021-11-18,discontinuation-or-withdrawal,True,EU marketing authorisation withdrawn or expired,,,lentiviral ex vivo,EU,4.1,True,False,,EMA EPAR page,https://www.ema.europa.eu/en/medicines/human/EPAR/skysona,,verified-from-source,True,product_cohort.csv (F020),
Skysona,skysona,bluebird bio,2022-04-05,restructuring,True,"bluebird bio restructuring: c.30% workforce reduction, up to USD 160m savings, cash runway into H1 2023",,160,lentiviral ex vivo,US,8.6,True,False,bluebird plans to reduce its workforce by approximately 30%. The restructuring is expected to extend the Company's cash runway into the first half of 2023.,"bluebird bio 8-K Ex-99.1, 'bluebird bio Initiates Restructuring to Reduce Operating Expenses' (2022-04-05)",https://www.sec.gov/Archives/edgar/data/1293971/000129397122000023/exhibit99120220405.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Amount is targeted two-year savings ('up to $160 million'), not a charge. 10-Q Q1 2022 carried a going-concern warning."
Skysona,skysona,bluebird bio,2024-04-05,shipment-pause-or-restriction,False,FDA-approved label revision expanding haematologic malignancy boxed warning information for Skysona,FDA,,lentiviral ex vivo,US,32.7,True,False,"In April 2024, U.S. Prescribing Information for SKYSONA, including the boxed warning, was revised to include updated information on hematologic malignancies diagnosed in our clinical study patients, as well as other updates to monitoring procedures and alternative treatment options.","bluebird bio 10-K FY2024 (filed 2025-03-27); FDA CBER Skysona product page listing 'April 5, 2024 Approval Letter - SKYSONA'",https://www.fda.gov/vaccines-blood-biologics/skysona,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Boxed warning for haematologic malignancy existed from approval (2022-09-16). 10-K: as of 2025-03-25 'MDS, MDS relapse, or AML had been diagnosed in ten patients after administration of SKYSONA' (https://www.sec.gov/Archives/edgar/data/1293971/000129397125000009/blue-20241231.htm). Label restriction only; no supply pause."
Skysona,skysona,bluebird bio,2024-09-24,restructuring,True,"bluebird bio restructuring: c.25% workforce reduction, 20% cash opex cut, targeting break-even H2 2025",,,lentiviral ex vivo,US,38.3,True,False,The restructuring is expected to result in a 20% reduction in cash operating expenses when fully realized in Q3 2025 ... The initiative includes a reduction in the Company's workforce of approximately 25%. The Company's cash flow break-even target assumes scaling to approximately 40 drug product deliveries per quarter,"bluebird bio 8-K Ex-99.1, 'bluebird bio Initiates Restructuring Intended to Optimize Cost Structure' (2024-09-24)",https://www.sec.gov/Archives/edgar/data/1293971/000129397124000046/exhibit99120240923.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,
Skysona,skysona,bluebird bio,2024-11-14,restructuring,True,bluebird bio cash-runway warning; going-concern doubt; lender (Hercules) engagement,Hercules Capital,,lentiviral ex vivo,US,40.0,True,False,bluebird and Hercules are engaging collaboratively as bluebird works to secure adequate cash runway to obtain additional financing and reach cash flow break-even.,"bluebird bio 8-K Ex-99.1, Q3 2024 results (2024-11-14); bluebird 10-K FY2024 ('There is substantial doubt regarding our ability to continue as a going concern')",https://www.sec.gov/Archives/edgar/data/1293971/000129397124000076/exhibit99120241114.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Cash, cash equivalents and restricted cash approximately USD 118.7m at 2024-09-30. Going-concern language recurs in 10-Q/10-K filings from 2022 onward (10-K FY2024: https://www.sec.gov/Archives/edgar/data/1293971/000129397125000009/blue-20241231.htm)."
Skysona,skysona,bluebird bio,2025-02-21,acquisition,False,bluebird bio agrees to be acquired by Carlyle and SK Capital (USD 3.00/share cash plus USD 6.84 CVR),Carlyle / SK Capital Partners,,lentiviral ex vivo,worldwide,43.2,True,False,"bluebird stockholders to receive $3.00 per share in cash and a contingent value right of $6.84 per share in cash payable upon achievement of a net sales milestone, contingent upon offer conditions ... bluebird's Board of Directors determined this transaction is in the best interest of stockholders following a comprehensive review of strategic alternatives","bluebird bio 8-K Ex-99.1, 'bluebird bio Announces Definitive Agreement to be Acquired by Carlyle and SK Capital' (2025-02-21)",https://www.sec.gov/Archives/edgar/data/1293971/000119312525031354/d885218dex991.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Amended 2025-05-14 to let holders elect USD 5.00/share with no CVR (https://www.sec.gov/Archives/edgar/data/1293971/000119312525119447/d943903dex991.htm). Closed 2025-06-02: 'With the closing of the transaction, bluebird's common stock has ceased trading and will no longer be publicly listed' (https://www.sec.gov/Archives/edgar/data/1293971/000119312525132850/d39702dex991.htm). Headline equity value not stated in the release read; amount left blank."
Skysona,skysona,bluebird bio,2025-06-12,going-private-or-delisting,True,bluebird bio files Form 15-12G terminating SEC registration after take-private,,,lentiviral ex vivo,US,46.9,True,False,(Form 15-12G certification and notice of termination of registration under Section 12(g); Rule 12g-4(a)(1)),bluebird bio Form 15-12G (2025-06-12),https://www.sec.gov/Archives/edgar/data/1293971/000119312525139516/d13380d1512g.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Public reporting of revenue and patient starts ended with the 10-Q for Q1 2025 (filed 2025-05-14).
Skysona,skysona,,2025,acquisition,False,bluebird bio acquired by Carlyle and SK Capital,,,lentiviral ex vivo,,47.5,True,False,,,,,seeded-from-memory,False,investment_events.csv seed,
Skysona,skysona,bluebird bio (Carlyle/SK Capital),2025-08-07,shipment-pause-or-restriction,True,FDA approves required labeling changes for increased risk of haematologic malignancy following Skysona,FDA,,lentiviral ex vivo,US,48.7,True,False,"FDA Approves Required Labeling Changes for Increased Risk of Hematologic Malignancy Following Treatment with Skysona (elivaldogene autotemcel) - August 7, 2025","FDA CBER Skysona product page, Safety Information and 'August 7, 2025 Approval Letter - SKYSONA'",https://www.fda.gov/vaccines-blood-biologics/skysona,2026-09-05,verified-from-source,True,agent events_by_product.csv,Required (not voluntary) label change after the take-private; bluebird no longer files with the SEC so no sponsor statement is available.
Strimvelis,strimvelis,GSK,2018-04-12,asset-sale-or-licence,False,GSK transfers its rare disease gene therapy portfolio (incl. Strimvelis and OTL-200) to Orchard Therapeutics,Orchard Therapeutics,,other,EU,22.5,True,False,"In April 2018, we entered into the GSK Agreement, pursuant to which GSK transferred its portfolio of approved and investigational rare disease gene therapies to us, which included Strimvelis and OTL-200 for MLD, among other programs. GSK also simultaneously novated to us their R&D Agreement with Telethon-OSR.","Orchard Therapeutics 10-K FY2022 (filed 2023-03-14), License agreements; Orchard F-1 (2018-10-04)",https://www.sec.gov/Archives/edgar/data/1748907/000095017023007708/ortx-20221231.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Manufacturing model: gammaretroviral ex vivo. Day of month (12 April 2018) taken from the public announcement and not re-verified in the filings read, which say 'April 2018'. Consideration: GSK took a 19.9% equity stake plus royalties (per F-1; amount not stated in USD). F-1: 'Since receiving marketing authorization, only a limited number of patients have been treated with Strimvelis' (https://www.sec.gov/Archives/edgar/data/1748907/000119312518293354/d566761df1.htm)."
Strimvelis,strimvelis,Orchard Therapeutics,2022-03-30,restructuring,True,Orchard discontinues investment in Strimvelis and other primary immunodeficiency programmes and seeks alternatives,,,other,EU,70.1,True,False,"Orchard intends to discontinue its investment in and seek alternatives for its programs in rare primary immune deficiencies. These include OTL-103 for the treatment of Wiskott-Aldrich syndrome (WAS), OTL-102 for X-linked chronic granulomatous disease (X-CGD) and Strimvelis, a gammaretroviral vector-based gene therapy approved in Europe for adenosine deaminase severe combined immunodeficiency (ADA-SCID).","Orchard Therapeutics 8-K Ex-99.1, strategic update (2022-03-30)",https://www.sec.gov/Archives/edgar/data/1748907/000156459022012316/ortx-ex991_7.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Part of a 30% workforce reduction. Strimvelis product sales were USD 0.6m in Q2 2022.
Strimvelis,strimvelis,Orchard Therapeutics,2023-07-17,asset-sale-or-licence,False,Strimvelis marketing authorisation transferred from Orchard to Fondazione Telethon (non-profit),Fondazione Telethon,,other,EU,85.7,True,False,"In July 2023, the marketing authorization for Strimvelis was transferred to Fondazione Telethon, a non-profit organization ... upon formal approval by the European Commission. As marketing authorization holder, Fondazione Telethon will assume the outstanding obligations relating to the program, and we will no longer receive revenue from sales of or incur costs associated with Strimvelis. ... The marketing authorization for Strimvelis was transferred to Fondazione Telethon on July 17, 2023",Orchard Therapeutics 10-Q for quarter ended 2023-09-30 (filed 2023-11-13),https://www.sec.gov/Archives/edgar/data/1748907/000095017023062428/ortx-20230930.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,No consideration disclosed (transfer to the academic originator). EMA EPAR page now lists Fondazione Telethon ETS as MAH (https://www.ema.europa.eu/en/medicines/human/EPAR/strimvelis).
Tecartus,tecartus,Kite Pharma,2017-08-28,acquisition,False,Gilead acquires Kite Pharma,Gilead Sciences,11900,autologous CAR-T,worldwide,-34.9,False,False,"Gilead Sciences, Inc. (Nasdaq: GILD) and Kite Pharma, Inc. (Nasdaq: KITE) announced today that the companies have entered into a definitive agreement pursuant to which Gilead will acquire Kite for $180.00 per share in cash. The transaction, which values Kite at approximately $11.9 billion",Kite Pharma 8-K Ex-99.1 joint press release (2017-08-28),https://www.sec.gov/Archives/edgar/data/1510580/000119312517269386/d441582dex991.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Predates Tecartus approval (2020-07-24) by almost three years; included because it fixed the sponsor at launch. Closing 2017-10-03.
Tecartus,tecartus,Kite / Gilead,2024-04-18,shipment-pause-or-restriction,False,FDA requires class-wide boxed warning for T-cell malignancies (BCMA- and CD19-directed autologous CAR-T),FDA,,autologous CAR-T,US,44.8,True,False,"In November 2023, the Food and Drug Administration (FDA) posted a safety communication to provide information about reports of T cell malignancies including chimeric antigen receptor CAR-positive lymphoma in patients who received treatment with BCMA- or CD19-directed autologous CAR T cell immunotherapies. ... FDA concluded that changes to the boxed warning are warranted","FDA CBER safety communication, 'FDA Requires Boxed Warning for T cell Malignancies Following Treatment with BCMA-Directed or CD19-Directed Autologous CAR T cell Immunotherapies' (2024-04-18)",https://www.fda.gov/vaccines-blood-biologics/safety-availability-biologics/fda-requires-boxed-warning-t-cell-malignancies-following-treatment-bcma-directed-or-cd19-directed,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Class label change, not a sponsor decision; products listed on the FDA page: Abecma, Breyanzi, Carvykti, Kymriah, Tecartus, Yescarta. Label restriction only; no supply pause. Safety communication first posted November 2023; letters to sponsors January 2024."
Tecelra,tecelra,Adaptimmune,2025-07-28,asset-sale-or-licence,False,"Adaptimmune sells Tecelra, lete-cel, afami-cel and uza-cel to US WorldMeds for USD 55m cash plus up to USD 30m milestones",US WorldMeds,55,other,worldwide,11.9,True,False,"Purchase price is $55m in cash to be paid upon consummation of the sale with up to $30m in potential future payments upon achievement of certain milestones ... Tecelra will continue to be available to patients without interruption ... In connection with the Transaction, US WorldMeds intends to offer employment to approximately half of the Company's workforce. Upon consummation of the Transaction, Purchaser will pay $55,000,000 in cash, a portion of which Purchaser will pay directly to Hercules Capital, Inc. ... to repay all of Adaptimmune's indebtedness","Adaptimmune 8-K (Item 1.01) and Ex-99.1, 'Adaptimmune Announces Entry into Definitive Agreement for Sale of TECELRA ... to US WorldMeds' (2025-07-28)",https://www.sec.gov/Archives/edgar/data/1621227/000110465925071009/tm2521829d1_ex99-1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Manufacturing model: autologous TCR-T. Closed 2025-07-31 (8-K Ex-99.1 pro forma: 'Closing Date: July 31, 2025' https://www.sec.gov/Archives/edgar/data/1621227/000110465925072753/tm2522092d1_ex99-1.htm). 8-K body: https://www.sec.gov/Archives/edgar/data/1621227/000110465925071009/tm2521829d1_8k.htm. Less than a year after FDA approval (2024-08-01)."
Tecelra,tecelra,Adaptimmune,2025-08-13,restructuring,True,Adaptimmune restructures after the asset sale; retains only PRAME and CD70 programmes,,,other,worldwide,12.4,True,False,"Following the transaction, Adaptimmune has repaid its debt and is restructuring to maximize value from remaining assets, including PRAME and CD70 directed T-cell therapies","Adaptimmune 8-K Ex-99.1, Q2 2025 business update (2025-08-13)",https://www.sec.gov/Archives/edgar/data/1621227/000155837025011304/adap-20250813xex99d1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Delisting release 2025-10-20: 'Since closing the transaction on July 31, 2025, we have been restructuring to support the assets transferred to US WorldMeds.'"
Tecelra,tecelra,Adaptimmune,2025-10-20,going-private-or-delisting,True,Adaptimmune board initiates voluntary Nasdaq delisting and SEC deregistration,Nasdaq,,other,worldwide,14.6,True,False,"Following the delisting of the Company's ADSs from Nasdaq, the Company intends to file a Form 15 with the SEC certifying that it has fewer than 300 shareholders of record, upon which the Company's filing obligations under the Exchange Act will immediately be suspended, including the obligations to file all periodic reports.","Adaptimmune 8-K Ex-99.1, 'Adaptimmune Announces Delisting from Nasdaq' (2025-10-20)",https://www.sec.gov/Archives/edgar/data/1621227/000110465925100618/adap-20251015xex99d1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Form 15-12G filed 2025-11-13 (Rules 12g-4(a)(1) and 12h-3(b)(1)(i)) https://www.sec.gov/Archives/edgar/data/1621227/000110465925110847/tm2530966d1_1512g.htm. Tecelra revenue no longer publicly reported by any filer after Q2 2025 (US WorldMeds is private).
