product,sponsor_at_event,event_date,event_type,event_title,counterparty,amount_usd_m,manufacturing_model,geography,stated_reason_verbatim,source_doc,source_url,fetched_date,status,notes
Zynteglo,bluebird bio,2021-08-09,restructuring,bluebird bio winds down European operations after failing to agree Zynteglo pricing (Germany) and refocuses on the US,,,lentiviral ex vivo,EU,"bluebird plans an orderly wind down of its operations in Europe and to explore how to give patients in Europe access to its gene therapies, including potentially out-licensing the ex-U.S. rights to its three lead products to a company with European experience and capabilities. 'bluebird's decision to focus on the U.S. market is driven by the challenges of achieving appropriate value recognition and market access for ZYNTEGLO in Europe ... European payers have not yet evolved their approach to gene therapy in a way that can recognize the innovation'","bluebird bio 8-K Ex-99.1, Q2 2021 results and operational update (2021-08-09)",https://www.sec.gov/Archives/edgar/data/1293971/000129397121000064/exhibit99120210809.htm,2026-09-05,verified-from-source,Zynteglo had conditional EU authorisation from 2019-05-29 and a single German launch; no ex-US out-licence was subsequently disclosed.
Zynteglo,bluebird bio,2022-03-24,discontinuation-or-withdrawal,EU marketing authorisation for Zynteglo withdrawn at bluebird's request,European Commission,,lentiviral ex vivo,EU,"On 24 March 2022, the European Commission withdrew the marketing authorisation for Zynteglo (betibeglogene autotemcel) in the European Union (EU). The withdrawal was at the request of the marketing authorisation holder, bluebird bio (Netherlands) B.V, which notified the European Commission of its decision to permanently discontinue the marketing of the product for commercial reasons.","EMA EPAR page, Zynteglo, 'Withdrawn' status and overview",https://www.ema.europa.eu/en/medicines/human/EPAR/zynteglo,2026-09-05,verified-from-source,Conditional authorisation renewed in 2020 and 2021 before withdrawal; withdrawn five months before US approval (2022-08-17).
Zynteglo,bluebird bio,2022-04-05,restructuring,"bluebird bio restructuring: c.30% workforce reduction, up to USD 160m savings, cash runway into H1 2023",,160,lentiviral ex vivo,US,bluebird plans to reduce its workforce by approximately 30%. The restructuring is expected to extend the Company's cash runway into the first half of 2023.,"bluebird bio 8-K Ex-99.1, 'bluebird bio Initiates Restructuring to Reduce Operating Expenses' (2022-04-05)",https://www.sec.gov/Archives/edgar/data/1293971/000129397122000023/exhibit99120220405.htm,2026-09-05,verified-from-source,"Amount is targeted two-year savings ('up to $160 million'), not a charge. 10-Q Q1 2022 carried a going-concern warning."
Zynteglo,bluebird bio,2024-09-24,restructuring,"bluebird bio restructuring: c.25% workforce reduction, 20% cash opex cut, targeting break-even H2 2025",,,lentiviral ex vivo,US,The restructuring is expected to result in a 20% reduction in cash operating expenses when fully realized in Q3 2025 ... The initiative includes a reduction in the Company's workforce of approximately 25%. The Company's cash flow break-even target assumes scaling to approximately 40 drug product deliveries per quarter,"bluebird bio 8-K Ex-99.1, 'bluebird bio Initiates Restructuring Intended to Optimize Cost Structure' (2024-09-24)",https://www.sec.gov/Archives/edgar/data/1293971/000129397124000046/exhibit99120240923.htm,2026-09-05,verified-from-source,
Zynteglo,bluebird bio,2024-11-14,restructuring,bluebird bio cash-runway warning; going-concern doubt; lender (Hercules) engagement,Hercules Capital,,lentiviral ex vivo,US,bluebird and Hercules are engaging collaboratively as bluebird works to secure adequate cash runway to obtain additional financing and reach cash flow break-even.,"bluebird bio 8-K Ex-99.1, Q3 2024 results (2024-11-14); bluebird 10-K FY2024 ('There is substantial doubt regarding our ability to continue as a going concern')",https://www.sec.gov/Archives/edgar/data/1293971/000129397124000076/exhibit99120241114.htm,2026-09-05,verified-from-source,"Cash, cash equivalents and restricted cash approximately USD 118.7m at 2024-09-30. Going-concern language recurs in 10-Q/10-K filings from 2022 onward (10-K FY2024: https://www.sec.gov/Archives/edgar/data/1293971/000129397125000009/blue-20241231.htm)."
Zynteglo,bluebird bio,2025-02-21,acquisition,bluebird bio agrees to be acquired by Carlyle and SK Capital (USD 3.00/share cash plus USD 6.84 CVR),Carlyle / SK Capital Partners,,lentiviral ex vivo,worldwide,"bluebird stockholders to receive $3.00 per share in cash and a contingent value right of $6.84 per share in cash payable upon achievement of a net sales milestone, contingent upon offer conditions ... bluebird's Board of Directors determined this transaction is in the best interest of stockholders following a comprehensive review of strategic alternatives","bluebird bio 8-K Ex-99.1, 'bluebird bio Announces Definitive Agreement to be Acquired by Carlyle and SK Capital' (2025-02-21)",https://www.sec.gov/Archives/edgar/data/1293971/000119312525031354/d885218dex991.htm,2026-09-05,verified-from-source,"Amended 2025-05-14 to let holders elect USD 5.00/share with no CVR (https://www.sec.gov/Archives/edgar/data/1293971/000119312525119447/d943903dex991.htm). Closed 2025-06-02: 'With the closing of the transaction, bluebird's common stock has ceased trading and will no longer be publicly listed' (https://www.sec.gov/Archives/edgar/data/1293971/000119312525132850/d39702dex991.htm). Headline equity value not stated in the release read; amount left blank."
Zynteglo,bluebird bio,2025-06-12,going-private-or-delisting,bluebird bio files Form 15-12G terminating SEC registration after take-private,,,lentiviral ex vivo,US,(Form 15-12G certification and notice of termination of registration under Section 12(g); Rule 12g-4(a)(1)),bluebird bio Form 15-12G (2025-06-12),https://www.sec.gov/Archives/edgar/data/1293971/000119312525139516/d13380d1512g.htm,2026-09-05,verified-from-source,Public reporting of revenue and patient starts ended with the 10-Q for Q1 2025 (filed 2025-05-14).
Provenge,Dendreon,2011-08-03,restructuring,Dendreon withdraws 2011 revenue guidance ('shift in launch trajectory') and announces expense and workforce reductions,,,other,US,"Shift in Launch Trajectory Based on More Gradual Adoption ... 'the primary issue affecting the dynamics of our launch is the reimbursement knowledge around PROVENGE ... for the remainder of 2011, the launch trajectory will reflect a more gradual adoption'","Dendreon 8-K Ex-99.1, Q2 2011 results (2011-08-03)",https://www.sec.gov/Archives/edgar/data/1107332/000110733211000035/exhibit_99-1.htm,2026-09-05,verified-from-source,Manufacturing model: autologous cellular immunotherapy. Followed by the September 2011 reduction in force.
Provenge,Dendreon,2011-09-02,restructuring,Dendreon reduction in force of c.500 positions (c.25% of workforce); c.USD 21m charge,,21,other,US,"On September 2, 2011, the Company's Board of Directors (the 'Board') approved the reduction in force of the Company's personnel ... This resulted in the elimination of approximately 500 positions, or the reduction of approximately 25% of the Company's total workforce. ... The Company expects to incur approximately $21 million associated with such reduction of its workforce","Dendreon 8-K (Item 2.05), 2011-09-08",https://www.sec.gov/Archives/edgar/data/1107332/000110733211000055/form_8-k.htm,2026-09-05,verified-from-source,10-Q Q3 2011 records a restructuring charge of USD 38.5m for the quarter (broader than the severance estimate).
Provenge,Dendreon,2012-07-30,restructuring,"Dendreon strategic restructuring: closure of New Jersey manufacturing facility, >600 positions, c.USD 150m annual savings",,150,other,US,"Announced strategic restructuring to accelerate path to profitability and future growth: The Company expects to reduce costs by approximately $150 million annually. The Company expects a reduction in headcount of more than 600 positions, including contractors, over the next 12 months.","Dendreon 8-K Ex-99.1, Q2 2012 results (2012-07-30)",https://www.sec.gov/Archives/edgar/data/1107332/000119312512322465/d379837dex991.htm,2026-09-05,verified-from-source,10-Q Q2 2012: 're-configuring our manufacturing model with the closure of our New Jersey manufacturing facility'. Amount is targeted annual savings.
Provenge,Dendreon,2014-11-10,going-private-or-delisting,Dendreon files for Chapter 11 bankruptcy; Nasdaq delisting notice,"US Bankruptcy Court, District of Delaware",,other,US,"on November 10, 2014, Dendreon Corporation (the 'Company') and its wholly owned subsidiaries ... filed voluntary petitions for relief (the 'Chapter 11 Filings') under Chapter 11 of Title 11 of the United States Code ... On November 10, 2014, the Company received a Staff Delisting Determination letter from the Listing Qualifications Staff of The Nasdaq Stock Market LLC","Dendreon 8-K (Items 1.03 and 3.01), 2014-11-12",https://www.sec.gov/Archives/edgar/data/1107332/000119312514407733/d820216d8k.htm,2026-09-05,verified-from-source,Case No. 14-12515 (PJW); assets sold through a court-supervised process (bidding procedures order 2014-12-19).
Provenge,Dendreon (debtor),2015-02-19,acquisition,Valeant acquires substantially all Dendreon assets out of bankruptcy for USD 495m,Valeant Pharmaceuticals International,495,other,worldwide,"the Purchaser agreed to acquire substantially all of the assets and certain liabilities of the Debtors (the 'Sale Transaction') for an aggregate purchase price of $495 million (which includes the purchase of $80 million in cash and the Debtors' assets related to their enteric coated D-3263 hydrochloride product candidate), of which $445.5 million is payable in cash at closing and $49.5 million is payable in common shares of Valeant","Dendreon 8-K (Item 7.01), 2015-02-20",https://www.sec.gov/Archives/edgar/data/1107332/000119312515056142/d877954d8k.htm,2026-09-05,verified-from-source,Second amended and restated acquisition agreement dated 2015-02-19; closed in Q1 2015 (Valeant Q1 2015 investor presentation lists Dendreon among 'acquisitions closed in Q1').
Provenge,Dendreon UK Ltd (Valeant),2015-05-06,discontinuation-or-withdrawal,EU marketing authorisation for Provenge withdrawn at Dendreon's request,European Commission,,other,EU,"On 6 May 2015, the European Commission withdrew the marketing authorisation for Provenge ... The withdrawal was at the request of the marketing authorisation holder, Dendreon UK Ltd, which notified the European Commission of its decision to permanently discontinue the marketing of the product for commercial reasons.","EMA EPAR page, Provenge, 'Withdrawn' status and overview",https://www.ema.europa.eu/en/medicines/human/EPAR/provenge,2026-09-05,verified-from-source,EU authorisation granted 2013-09-06; no European revenue was ever disclosed.
Provenge,Valeant (Dendreon Pharmaceuticals),2017-01-09,acquisition,Valeant sells Dendreon to Sanpower Group for USD 819.9m cash,Sanpower Group,819.9,other,worldwide,VALEANT TO SELL DENDREON TO SANPOWER GROUP FOR $819.9 MILLION IN CASH ... its affiliate has entered into a definitive agreement to sell all of the outstanding equity interests in Dendreon,Valeant 8-K Ex-99.1 press release (2017-01-10),https://www.sec.gov/Archives/edgar/data/885590/000095010317000286/dp71817_ex9901.htm,2026-09-05,verified-from-source,Closed mid-2017 (Valeant 10-K FY2016 describes the agreement; completion date not read). After closing Provenge revenue is no longer publicly reported.
Glybera,uniQure,2017-04-20,discontinuation-or-withdrawal,uniQure will not seek renewal of Glybera's EU marketing authorisation; authorisation expires October 2017,European Commission,,AAV local,EU,"'The decision to not pursue marketing authorization renewal of Glybera in Europe involved a thoughtful and careful evaluation of patient needs and the clinical use of the therapy, and is not related to any risk-benefit concern,' stated Matthew Kapusta, chief executive officer of uniQure. 'Glybera's usage has been extremely limited and we do not envision patient demand increasing materially in the years ahead.'","uniQure 8-K Ex-99.1, 'uniQure Announces It Will Not Seek Marketing Authorization Renewal for Glybera in Europe' (2017-04-20)",https://www.sec.gov/Archives/edgar/data/1590560/000110465917024899/a17-11623_1ex99d1.htm,2026-09-05,verified-from-source,Intramuscular AAV1. EMA: 'The marketing authorisation for Glybera (alipogene tiparvovec) expired on 28 October 2017 ... uniQure biopharma B.V. confirmed that it did not apply for renewal of the authorisation due to the lack of demand for this product' (https://www.ema.europa.eu/en/medicines/human/EPAR/glybera). uniQure also terminated the Chiesi commercialisation agreement (10-Q Q1 2017).
Strimvelis,GSK,2018-04-12,asset-sale-or-licence,GSK transfers its rare disease gene therapy portfolio (incl. Strimvelis and OTL-200) to Orchard Therapeutics,Orchard Therapeutics,,other,EU,"In April 2018, we entered into the GSK Agreement, pursuant to which GSK transferred its portfolio of approved and investigational rare disease gene therapies to us, which included Strimvelis and OTL-200 for MLD, among other programs. GSK also simultaneously novated to us their R&D Agreement with Telethon-OSR.","Orchard Therapeutics 10-K FY2022 (filed 2023-03-14), License agreements; Orchard F-1 (2018-10-04)",https://www.sec.gov/Archives/edgar/data/1748907/000095017023007708/ortx-20221231.htm,2026-09-05,verified-from-source,"Manufacturing model: gammaretroviral ex vivo. Day of month (12 April 2018) taken from the public announcement and not re-verified in the filings read, which say 'April 2018'. Consideration: GSK took a 19.9% equity stake plus royalties (per F-1; amount not stated in USD). F-1: 'Since receiving marketing authorization, only a limited number of patients have been treated with Strimvelis' (https://www.sec.gov/Archives/edgar/data/1748907/000119312518293354/d566761df1.htm)."
Strimvelis,Orchard Therapeutics,2022-03-30,restructuring,Orchard discontinues investment in Strimvelis and other primary immunodeficiency programmes and seeks alternatives,,,other,EU,"Orchard intends to discontinue its investment in and seek alternatives for its programs in rare primary immune deficiencies. These include OTL-103 for the treatment of Wiskott-Aldrich syndrome (WAS), OTL-102 for X-linked chronic granulomatous disease (X-CGD) and Strimvelis, a gammaretroviral vector-based gene therapy approved in Europe for adenosine deaminase severe combined immunodeficiency (ADA-SCID).","Orchard Therapeutics 8-K Ex-99.1, strategic update (2022-03-30)",https://www.sec.gov/Archives/edgar/data/1748907/000156459022012316/ortx-ex991_7.htm,2026-09-05,verified-from-source,Part of a 30% workforce reduction. Strimvelis product sales were USD 0.6m in Q2 2022.
Strimvelis,Orchard Therapeutics,2023-07-17,asset-sale-or-licence,Strimvelis marketing authorisation transferred from Orchard to Fondazione Telethon (non-profit),Fondazione Telethon,,other,EU,"In July 2023, the marketing authorization for Strimvelis was transferred to Fondazione Telethon, a non-profit organization ... upon formal approval by the European Commission. As marketing authorization holder, Fondazione Telethon will assume the outstanding obligations relating to the program, and we will no longer receive revenue from sales of or incur costs associated with Strimvelis. ... The marketing authorization for Strimvelis was transferred to Fondazione Telethon on July 17, 2023",Orchard Therapeutics 10-Q for quarter ended 2023-09-30 (filed 2023-11-13),https://www.sec.gov/Archives/edgar/data/1748907/000095017023062428/ortx-20230930.htm,2026-09-05,verified-from-source,No consideration disclosed (transfer to the academic originator). EMA EPAR page now lists Fondazione Telethon ETS as MAH (https://www.ema.europa.eu/en/medicines/human/EPAR/strimvelis).
Zalmoxis,MolMed,2019-10-09,discontinuation-or-withdrawal,EU conditional marketing authorisation for Zalmoxis withdrawn at MolMed's request,European Commission,,other,EU,"On 9 October 2019, the European Commission withdrew the marketing authorisation for Zalmoxis (nalotimagene carmaleucel) in the European Union (EU). The withdrawal was at the request of the marketing authorisation holder, MolMed S.p.A, which notified the European Commission of its decision to permanently discontinue the marketing of the product for commercial reasons.","EMA EPAR page, Zalmoxis, 'Withdrawn' status and overview",https://www.ema.europa.eu/en/medicines/human/EPAR/zalmoxis,2026-09-05,verified-from-source,"Manufacturing model: allogeneic gene-modified T cells (HSV-TK). Conditional authorisation from 2016-08-18, renewed yearly; withdrawal followed the failed TK008 confirmatory trial. MolMed press release not retrieved (company later acquired by AGC, 2020)."
Alofisel,Takeda,2024-02-01,restructuring,Takeda records JPY 74.0bn impairment on Alofisel after ADMIRE-CD II failure,,,allogeneic cell,worldwide,The JPY 119.3 billion impairment losses recorded in the current period primarily includes JPY 74.0 billion impairment charges for ALOFISEL (for complex Crohn's perianal fistulas) following topline results of phase 3 ADMIRE-CD II trial,"Takeda 6-K, FY2023 Q3 (nine months to 2023-12-31) financial results (2024-02-02)",https://www.sec.gov/Archives/edgar/data/1395064/000139506424000016/form6k_020224.htm,2026-09-05,verified-from-source,Amount in JPY (c. USD 0.5bn at early-2024 rates; not converted in the amount field). ADMIRE-CD II topline 2023-10-17: study 'did not meet its primary endpoint of combined remission at 24 weeks' (https://www.sec.gov/Archives/edgar/data/1395064/000139506423000129/alofiseltoplineresults.htm).
Alofisel,Takeda,2024-12-13,discontinuation-or-withdrawal,Takeda voluntarily withdraws Alofisel's EU marketing authorisation,European Commission,,allogeneic cell,EU,"'Those valuable discussions indicated that despite the conflicting results across our data, the clinical benefit of Alofisel is no longer sufficient to justify its continued use in the EU. We recognize the difficulty of this outcome for patients and will work closely with the Crohn's Perianal Fistulas (CPF) community during this transition.' (Ramona Sequeira, Takeda)","Takeda statement, 'Takeda Provides an Update on Alofisel (darvadstrocel)' (2024-12-13); EMA EPAR page, Alofisel",https://www.takeda.com/newsroom/statements/2024/takeda-alofisel-update-2024/,2026-09-05,verified-from-source,"EMA: 'On 13 December 2024, the European Commission withdrew the marketing authorisation for Alofisel ... at the request of the marketing authorisation holder, Takeda Pharma A/S, which notified the European Commission of its decision to permanently stop the marketing of the product in the EU' (https://www.ema.europa.eu/en/medicines/human/EPAR/alofisel). Takeda: 'engaging health authorities about this outcome in countries where Alofisel is currently approved' (Japan)."
Alofisel,Takeda,2025-10-01,sponsor-exit-from-modality,Takeda discontinues all cell therapy research and seeks external partner for its platform,,,allogeneic cell,worldwide,"Takeda (TSE:4502/NYSE:TAK) today announced that as part of a strategic portfolio prioritization process, the company has made the decision to discontinue its cell therapy efforts. Takeda will seek an external partner to leverage its cell therapy platform technologies","Takeda 6-K, statement 'Takeda Provides Update on Cell Therapy Research' (2025-10-01)",https://www.sec.gov/Archives/edgar/data/1395064/000139506425000145/form6k_100125.htm,2026-09-05,verified-from-source,Ten months after the Alofisel EU withdrawal. Trade press (Fierce Biotech) reports 137 US roles affected and an expected impairment of c. JPY 58bn on the gamma-delta platform; not verified from the 6-K read. Takeda statement page: https://www.takeda.com/newsroom/statements/2025/takeda-provides-update-on-cell-therapy-research/
Ebvallo,Atara Biotherapeutics,2021-10-02,asset-sale-or-licence,Atara licenses tab-cel (Ebvallo) commercialisation in Europe and other ex-US markets to Pierre Fabre,Pierre Fabre,45,allogeneic cell,EU,Pierre Fabre will pay the Company an upfront cash payment of $45 million for the exclusive license grant. The Company is also entitled to receive an aggregate of up to $318 million in milestone payments upon achieving certain regulatory and commercial milestones relating to the Product.,"Atara 8-K (Item 1.01), Commercialization Agreement with Pierre Fabre Medicament effective 2021-10-02 (filed 2021-10-04)",https://www.sec.gov/Archives/edgar/data/1604464/000119312521290388/d175477d8k.htm,2026-09-05,verified-from-source,Predates EU authorisation (2022-12-16) by 14 months; Pierre Fabre is the EU marketing authorisation holder. Manufacturing model: allogeneic EBV-specific T cells (off-the-shelf).
Ebvallo,Atara Biotherapeutics,2023-10-31,asset-sale-or-licence,"Atara out-licenses remaining global (incl. US) tab-cel rights, manufacturing and development to Pierre Fabre; associated Atara restructuring",Pierre Fabre,640,allogeneic cell,worldwide,"Pierre Fabre Laboratories to License Commercialization Rights to Tab-cel, including Regulatory, Manufacturing and Development Activities, in the United States and All Remaining Markets. Atara to Receive Additional Payments of up to USD 640 Million, Significant Double-digit Tiered Royalties as a Percentage of Net Sales, and Funding of Tab-cel Global Development Costs. Tab-cel Global Partnership and Associated Strategic Restructuring Extends Atara Cash Runway into Q3 2025","Atara 8-K Ex-99.1, 'Atara Biotherapeutics Announces Expanded Global Tab-cel Partnership with Pierre Fabre Laboratories' (2023-11-01)",https://www.sec.gov/Archives/edgar/data/1604464/000095017023057146/atra-ex99_1.htm,2026-09-05,verified-from-source,Amount is the maximum additional consideration. Closing announced 2024-01-08 with 'Focused Operational Activities and Associated Strategic Restructuring' (https://www.sec.gov/Archives/edgar/data/1604464/000119312524003945/d703405dex992.htm).
Ebvallo,Atara Biotherapeutics,2025-03-07,restructuring,Atara cuts c.50% of workforce and pauses CAR-T programmes after FDA complete response letter for Ebvallo BLA; strategic review,,,allogeneic cell,US,Atara remains focused on delivering on the future financial value of EBVALLO and has paused ATA3219 and ATA3431 CAR-T programs and implemented a workforce reduction of approximately 50% to preserve resources. Strategic review by financial advisor ongoing,"Atara 8-K Ex-99.1, Q4/FY2024 results (2025-03-07)",https://www.sec.gov/Archives/edgar/data/1604464/000095017025035482/atra-ex99_1.htm,2026-09-05,verified-from-source,CRL issued January 2025 on third-party manufacturing GMP observations; BLA resubmitted 2025-07-14 (PDUFA 2026-01-10). Q1 2025: Atara 'expects to reduce its operating expenses year-over-year by approximately 65% in 2025'.
Ebvallo,Atara Biotherapeutics,2025-05-15,asset-sale-or-licence,Atara transfers all worldwide tab-cel manufacturing and supply responsibility (and later BLA sponsorship) to Pierre Fabre,Pierre Fabre,,allogeneic cell,worldwide,"In March 2025, the Company completed the transfer of all worldwide manufacturing and supply responsibility, including all associated costs, to Pierre Fabre Laboratories, and the Company is in active discussions on accelerating the transfer of all remaining operational activities related to tab-cel to Pierre Fabre, except the BLA sponsorship","Atara 8-K Ex-99.1, Q1 2025 results (2025-05-15)",https://www.sec.gov/Archives/edgar/data/1604464/000119312525120345/d106735dex991.htm,2026-09-05,verified-from-source,"Q3 2025 release (2025-11-12): 'Atara has completed the transfer of substantially all tab-cel activities, including BLA sponsorship, and associated costs to Pierre Fabre Laboratories' (https://www.sec.gov/Archives/edgar/data/1604464/000119312525276209/d66575dex991.htm). Originator fully exits operations; retains royalties and a USD 40m approval milestone."
